,gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,ban1,ban2,ban3,ban4,ban5,pick1,pick2,pick3,pick4,pick5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,void_grubs,opp_void_grubs,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,gpr,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
7035,LOLTMNT02_38442,complete,,LCK,2024,Spring,0,2024-01-31 09:10:02,2,14.01,4,Blue,bot,Bull,oe:player:92c21511d7b383b2f8ba5b00c3c9a47,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Lucian,Rell,Vi,Rumble,Aphelios,Maokai,,,,,,1900,1,3,1,3,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2526,0.3789,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,22981,725.7158,0.333648,415.9263,263.1789,37,1.1684,15,0.4737,7,74,2.3368,13991,9839,310.7053,0.266549,11725,,,287.0,281.0,6,,,9.0632,3457.0,3259.0,92.0,3431.0,3014.0,83.0,26.0,245.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5434.0,4943.0,136.0,5772.0,5129.0,128.0,-338.0,-186.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0
7036,LOLTMNT02_38442,complete,,LCK,2024,Spring,0,2024-01-31 09:10:02,2,14.01,5,Blue,sup,Andil,oe:player:5ef70ecd799a70ebbda239cd9a9f1e7,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,Nami,Rell,Vi,Rumble,Aphelios,Maokai,,,,,,1900,1,0,1,7,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2526,0.3789,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,6522,205.9579,0.0946892,213.2211,107.4947,51,1.6105,13,0.4105,13,100,3.1579,8101,3949,124.7053,0.106989,6850,,,56.0,56.0,0,,,1.7684,2525.0,2614.0,29.0,2623.0,2774.0,29.0,-98.0,-160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3936.0,3828.0,46.0,4153.0,4128.0,44.0,-217.0,-300.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
7037,LOLTMNT02_38442,complete,,LCK,2024,Spring,0,2024-01-31 09:10:02,2,14.01,6,Red,top,Kingen,oe:player:618a87d272773f68239d8ce5555f39d,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,Udyr,Corki,Ashe,Senna,Orianna,Viego,,,,,,1900,0,1,1,0,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1263,0.3789,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,12533,395.7789,0.25197,796.3895,1652.5579,13,0.4105,9,0.2842,4,32,1.0105,10536,6384,201.6,0.209496,9800,,,243.0,235.0,8,,,7.6737,3014.0,5046.0,71.0,3256.0,5082.0,89.0,-242.0,-36.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,4782.0,7861.0,120.0,4985.0,8257.0,141.0,-203.0,-396.0,-21.0,0.0,0.0,0.0,0.0,0.0,0.0
7038,LOLTMNT02_38442,complete,,LCK,2024,Spring,0,2024-01-31 09:10:02,2,14.01,7,Red,jng,Lucid,oe:player:10b86429ce8048aba673d802632e358,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,Sejuani,Corki,Ashe,Senna,Orianna,Viego,,,,,,1900,0,0,3,3,4,8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1263,0.3789,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,0.0,0.0,6131,193.6105,0.123261,795.1263,1163.1158,15,0.4737,14,0.4421,15,56,1.7684,8814,4662,147.2211,0.152991,8625,,,164.0,21.0,143,,,5.1789,3089.0,3308.0,69.0,2948.0,2806.0,60.0,141.0,502.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4704.0,5291.0,103.0,4455.0,5139.0,97.0,249.0,152.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0
7039,LOLTMNT02_38442,complete,,LCK,2024,Spring,0,2024-01-31 09:10:02,2,14.01,8,Red,mid,ShowMaker,oe:player:5f8ff49cd56eae61d635966b183a451,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,Tristana,Corki,Ashe,Senna,Orianna,Viego,,,,,,1900,0,2,2,1,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1263,0.3789,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,1.0,9616,303.6632,0.193325,525.4737,437.8421,9,0.2842,13,0.4105,1,35,1.1053,12694,8542,269.7474,0.280308,12025,,,313.0,306.0,7,,,9.8842,3385.0,4882.0,93.0,3245.0,4778.0,89.0,140.0,104.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5141.0,7481.0,145.0,5331.0,7929.0,150.0,-190.0,-448.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
7040,LOLTMNT02_38442,complete,,LCK,2024,Spring,0,2024-01-31 09:10:02,2,14.01,9,Red,bot,Aiming,oe:player:85104684d1eb7f4c0ce393441a0b669,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,Kog'Maw,Corki,Ashe,Senna,Orianna,Viego,,,,,,1900,0,1,2,1,4,8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1263,0.3789,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,17744,560.3368,0.356735,554.4947,444.3474,47,1.4842,18,0.5684,3,90,2.8421,11468,7316,231.0316,0.240079,11150,,,253.0,236.0,17,,,7.9895,3431.0,3014.0,83.0,3457.0,3259.0,92.0,-26.0,-245.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,5772.0,5129.0,128.0,5434.0,4943.0,136.0,338.0,186.0,-8.0,1.0,0.0,0.0,0.0,0.0,1.0
7041,LOLTMNT02_38442,complete,,LCK,2024,Spring,0,2024-01-31 09:10:02,2,14.01,10,Red,sup,Kellin,oe:player:b0ec3df39d61f953e7af0afd8eb8c4a,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,Milio,Corki,Ashe,Senna,Orianna,Viego,,,,,,1900,0,0,0,3,4,8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1263,0.3789,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,3716,117.3474,0.0747085,266.5263,155.3053,51,1.6105,10,0.3158,11,97,3.0632,7721,3569,112.7053,0.117126,7425,,,60.0,60.0,0,,,1.8947,2623.0,2774.0,29.0,2525.0,2614.0,29.0,98.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4153.0,4128.0,44.0,3936.0,3828.0,46.0,217.0,300.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0
7042,LOLTMNT02_38442,complete,,LCK,2024,Spring,0,2024-01-31 09:10:02,2,14.01,100,Blue,team,,,Kwangdong Freecs,oe:team:0b65555ba9e97910fc1e7264a99fa24,,Rell,Vi,Rumble,Aphelios,Maokai,Lucian,Nami,Aatrox,Poppy,Taliyah,1900,1,8,4,25,8,4,1.0,0.0,0.0,0.0,0.0,,,,0.2526,0.3789,0.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,8.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,68878,2175.0947,,2498.2421,2691.2211,134,4.2316,66,2.0842,46,312,9.8526,57672,36914,1165.7053,,50635,0.0323099,0.25,,931.0,206,,,35.9053,15431.0,18539.0,359.0,15542.0,19024.0,345.0,-111.0,-485.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,24141.0,30096.0,570.0,24552.0,29890.0,540.0,-411.0,206.0,30.0,0.0,0.0,1.0,1.0,2.0,0.0
7043,LOLTMNT02_38442,complete,,LCK,2024,Spring,0,2024-01-31 09:10:02,2,14.01,200,Red,team,,,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,,Corki,Ashe,Senna,Orianna,Viego,Udyr,Milio,Tristana,Sejuani,Kog'Maw,1900,0,4,8,8,4,8,0.0,0.0,0.0,0.0,1.0,,,,0.1263,0.3789,1.0,1.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,8.0,0.0,0.0,3.0,2.0,0.0,1.0,49740,1570.7368,,2938.0105,3853.1684,135,4.2632,64,2.0211,34,310,9.7895,51233,30475,962.3684,,49025,-0.0323099,-0.25,,858.0,175,,,32.6211,15542.0,19024.0,345.0,15431.0,18539.0,359.0,111.0,485.0,-14.0,0.0,0.0,0.0,0.0,0.0,0.0,24552.0,29890.0,540.0,24141.0,30096.0,570.0,411.0,-206.0,-30.0,1.0,2.0,0.0,0.0,0.0,1.0
7092,LOLTMNT02_37474,complete,,LCK,2024,Spring,0,2024-01-31 10:53:30,1,14.01,1,Blue,top,PerfecT,oe:player:29bef8f5895e5e4fef8ff0945e68567,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Rumble,Orianna,Rakan,Kalista,Renata Glasc,Alistar,,,,,,1897,1,3,1,7,15,3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4744,0.5693,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,20160,637.6384,0.240507,441.0016,465.7986,18,0.5693,3,0.0949,6,36,1.1386,12357,8212,259.7364,0.197898,12200,,,255.0,249.0,6,,,8.0654,3727.0,5193.0,85.0,2859.0,4559.0,63.0,868.0,634.0,22.0,1.0,0.0,0.0,0.0,0.0,1.0,6289.0,8319.0,143.0,4550.0,7180.0,107.0,1739.0,1139.0,36.0,1.0,0.0,0.0,0.0,0.0,1.0
7093,LOLTMNT02_37474,complete,,LCK,2024,Spring,0,2024-01-31 10:53:30,1,14.01,2,Blue,jng,Pyosik,oe:player:a2357eb17578485c2ba736db36cbc42,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Vi,Orianna,Rakan,Kalista,Renata Glasc,Alistar,,,,,,1897,1,2,1,7,15,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4744,0.5693,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,0.0,0.0,5834,184.5229,0.069599,656.7106,1060.991,17,0.5377,14,0.4428,15,61,1.9294,10721,6576,207.9916,0.158471,9325,,,219.0,22.0,197,,,6.9267,3503.0,4134.0,83.0,3121.0,3618.0,70.0,382.0,516.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,4879.0,5700.0,115.0,4610.0,5469.0,102.0,269.0,231.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0
7094,LOLTMNT02_37474,complete,,LCK,2024,Spring,0,2024-01-31 10:53:30,1,14.01,3,Blue,mid,Bdd,oe:player:30361653a485a9609fb2d3aa073282c,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Corki,Orianna,Rakan,Kalista,Renata Glasc,Alistar,,,,,,1897,1,7,1,6,15,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4744,0.5693,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,1.0,0.0,24270,767.6331,0.289539,410.9858,321.9504,20,0.6326,7,0.2214,9,51,1.6131,17312,13167,416.4576,0.317314,15275,,,348.0,328.0,20,,,11.0069,3716.0,5006.0,101.0,3567.0,4965.0,98.0,149.0,41.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,5821.0,8018.0,163.0,5574.0,8239.0,160.0,247.0,-221.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
7095,LOLTMNT02_37474,complete,,LCK,2024,Spring,0,2024-01-31 10:53:30,1,14.01,4,Blue,bot,Deft,oe:player:c588a2d07b69ca4ba61c96aebd3f793,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Senna,Orianna,Rakan,Kalista,Renata Glasc,Alistar,,,,,,1897,1,3,0,11,15,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4744,0.5693,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,26148,827.0322,0.311943,297.3748,209.9526,42,1.3284,15,0.4744,7,91,2.8782,11164,7019,222.0032,0.169147,8775,,,102.0,102.0,0,,,3.2261,2988.0,2690.0,19.0,3238.0,3178.0,89.0,-250.0,-488.0,-70.0,1.0,0.0,0.0,0.0,0.0,0.0,4455.0,3977.0,36.0,5101.0,5860.0,146.0,-646.0,-1883.0,-110.0,1.0,0.0,0.0,0.0,0.0,0.0
7096,LOLTMNT02_37474,complete,,LCK,2024,Spring,0,2024-01-31 10:53:30,1,14.01,5,Blue,sup,BeryL,oe:player:dee54127bb56d2e2540ba71cc416f1c,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Nautilus,Orianna,Rakan,Kalista,Renata Glasc,Alistar,,,,,,1897,1,0,0,8,15,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4744,0.5693,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,7411,234.4017,0.0884125,396.6895,1238.1444,26,0.8224,4,0.1265,9,48,1.5182,10667,6522,206.2836,0.157169,8650,,,222.0,222.0,0,,,7.0216,3107.0,3454.0,79.0,2269.0,2474.0,16.0,838.0,980.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,4999.0,6217.0,136.0,3342.0,3432.0,25.0,1657.0,2785.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0
7097,LOLTMNT02_37474,complete,,LCK,2024,Spring,0,2024-01-31 10:53:30,1,14.01,6,Red,top,Morgan,oe:player:f73dde2d8c7879ae8d1fcdc03c4ffeb,OKSavingsBank BRION,oe:team:66eccb6faca7fd5e3cdf4ccf903385c,K'Sante,Lucian,Poppy,Varus,Caitlyn,Ezreal,,,,,,1897,0,1,3,2,3,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0949,0.5693,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,5307,167.8545,0.144028,776.7739,1367.5066,13,0.4112,8,0.253,9,45,1.4233,10654,6509,205.8724,0.203884,10425,,,245.0,245.0,0,,,7.7491,2859.0,4559.0,63.0,3727.0,5193.0,85.0,-868.0,-634.0,-22.0,0.0,0.0,1.0,1.0,0.0,0.0,4550.0,7180.0,107.0,6289.0,8319.0,143.0,-1739.0,-1139.0,-36.0,0.0,0.0,1.0,1.0,0.0,0.0
7098,LOLTMNT02_37474,complete,,LCK,2024,Spring,0,2024-01-31 10:53:30,1,14.01,7,Red,jng,DDoiV,oe:player:67447707ec7cbde9ab25bfa2ed69877,OKSavingsBank BRION,oe:team:66eccb6faca7fd5e3cdf4ccf903385c,Maokai,Lucian,Poppy,Varus,Caitlyn,Ezreal,,,,,,1897,0,1,4,2,3,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0949,0.5693,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,0.0,0.0,7448,235.572,0.202133,816.3732,1134.6547,11,0.3479,16,0.5061,12,58,1.8345,9381,5236,165.6089,0.164007,9165,,,160.0,23.0,137,,,5.0606,3121.0,3618.0,70.0,3503.0,4134.0,83.0,-382.0,-516.0,-13.0,0.0,0.0,1.0,0.0,1.0,0.0,4610.0,5469.0,102.0,4879.0,5700.0,115.0,-269.0,-231.0,-13.0,0.0,0.0,1.0,0.0,1.0,0.0
7099,LOLTMNT02_37474,complete,,LCK,2024,Spring,0,2024-01-31 10:53:30,1,14.01,8,Red,mid,Karis,oe:player:498246d6c44175256a07ed5f322c817,OKSavingsBank BRION,oe:team:66eccb6faca7fd5e3cdf4ccf903385c,Tristana,Lucian,Poppy,Varus,Caitlyn,Ezreal,,,,,,1897,0,1,1,2,3,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0949,0.5693,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,1.0,9055,286.3996,0.245746,597.8492,462.6674,11,0.3479,10,0.3163,9,42,1.3284,13631,9486,300.0316,0.297141,13725,,,306.0,294.0,12,,,9.6784,3567.0,4965.0,98.0,3716.0,5006.0,101.0,-149.0,-41.0,-3.0,0.0,0.0,0.0,0.0,1.0,0.0,5574.0,8239.0,160.0,5821.0,8018.0,163.0,-247.0,221.0,-3.0,0.0,0.0,0.0,0.0,1.0,0.0
7100,LOLTMNT02_37474,complete,,LCK,2024,Spring,0,2024-01-31 10:53:30,1,14.01,9,Red,bot,Envyy,oe:player:b0e54ad49a5ce7a200bcb877eee7ed9,OKSavingsBank BRION,oe:team:66eccb6faca7fd5e3cdf4ccf903385c,Xayah,Lucian,Poppy,Varus,Caitlyn,Ezreal,,,,,,1897,0,0,3,2,3,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0949,0.5693,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,10637,336.4365,0.28868,643.3948,335.8988,12,0.3795,11,0.3479,6,35,1.107,11482,7337,232.0611,0.229822,11780,,,308.0,282.0,26,,,9.7417,3238.0,3178.0,89.0,2988.0,2690.0,19.0,250.0,488.0,70.0,0.0,0.0,0.0,1.0,0.0,0.0,5101.0,5860.0,146.0,4455.0,3977.0,36.0,646.0,1883.0,110.0,0.0,0.0,0.0,1.0,0.0,0.0
7101,LOLTMNT02_37474,complete,,LCK,2024,Spring,0,2024-01-31 10:53:30,1,14.01,10,Red,sup,Effort,oe:player:035b9ae578574cdf728d8760483d804,OKSavingsBank BRION,oe:team:66eccb6faca7fd5e3cdf4ccf903385c,Leona,Lucian,Poppy,Varus,Caitlyn,Ezreal,,,,,,1897,0,0,4,3,3,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0949,0.5693,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,4400,139.1671,0.119413,505.0501,525.2926,58,1.8345,20,0.6326,24,126,3.9852,7502,3357,106.1782,0.105146,7375,,,39.0,39.0,0,,,1.2335,2269.0,2474.0,16.0,3107.0,3454.0,79.0,-838.0,-980.0,-63.0,0.0,0.0,0.0,0.0,0.0,0.0,3342.0,3432.0,25.0,4999.0,6217.0,136.0,-1657.0,-2785.0,-111.0,0.0,0.0,0.0,0.0,0.0,0.0
7102,LOLTMNT02_37474,complete,,LCK,2024,Spring,0,2024-01-31 10:53:30,1,14.01,100,Blue,team,,,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,,Orianna,Rakan,Kalista,Renata Glasc,Alistar,Corki,Vi,Rumble,Senna,Nautilus,1897,1,15,3,39,15,3,1.0,0.0,0.0,0.0,1.0,,,,0.4744,0.5693,0.0,4.0,1.0,4.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,8.0,4.0,1.0,0.0,6.0,2.0,1.0,0.0,83823,2651.2283,,2202.7623,3296.8371,123,3.8904,43,1.36,46,287,9.0775,62221,41494,1312.4091,,54225,0.0328975,2.11,,923.0,223,,,36.2467,17041.0,20477.0,367.0,15054.0,18794.0,336.0,1987.0,1683.0,31.0,2.0,2.0,0.0,0.0,0.0,2.0,26443.0,32231.0,593.0,23177.0,30180.0,540.0,3266.0,2051.0,53.0,2.0,2.0,0.0,0.0,0.0,2.0
7103,LOLTMNT02_37474,complete,,LCK,2024,Spring,0,2024-01-31 10:53:30,1,14.01,200,Red,team,,,OKSavingsBank BRION,oe:team:66eccb6faca7fd5e3cdf4ccf903385c,,Lucian,Poppy,Varus,Caitlyn,Ezreal,Tristana,Maokai,K'Sante,Xayah,Leona,1897,0,3,15,11,3,15,0.0,0.0,0.0,0.0,0.0,,,,0.0949,0.5693,1.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,4.0,8.0,0.0,1.0,2.0,6.0,0.0,1.0,36847,1165.4296,,3339.4412,3826.02,105,3.321,65,2.0559,60,306,9.6784,52650,31923,1009.689,,52470,-0.0328975,-2.11,,883.0,175,,,33.4634,15054.0,18794.0,336.0,17041.0,20477.0,367.0,-1987.0,-1683.0,-31.0,0.0,0.0,2.0,2.0,2.0,0.0,23177.0,30180.0,540.0,26443.0,32231.0,593.0,-3266.0,-2051.0,-53.0,0.0,0.0,2.0,2.0,2.0,0.0
7128,LOLTMNT02_37499,complete,,LCK,2024,Spring,0,2024-01-31 11:45:22,2,14.01,1,Blue,top,PerfecT,oe:player:29bef8f5895e5e4fef8ff0945e68567,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Udyr,Orianna,Kalista,Lucian,Renata Glasc,Rakan,,,,,,1690,1,2,2,12,23,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8166,0.9941,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,10631,377.432,0.126226,554.9467,1076.6982,12,0.426,5,0.1775,6,30,1.0651,10402,6679,237.1243,0.166824,9250,,,217.0,213.0,4,,,7.7041,3180.0,4920.0,80.0,3320.0,4849.0,89.0,-140.0,71.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,5021.0,7941.0,136.0,5493.0,8027.0,145.0,-472.0,-86.0,-9.0,0.0,0.0,0.0,1.0,0.0,0.0
7129,LOLTMNT02_37499,complete,,LCK,2024,Spring,0,2024-01-31 11:45:22,2,14.01,2,Blue,jng,Pyosik,oe:player:a2357eb17578485c2ba736db36cbc42,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Vi,Orianna,Kalista,Lucian,Renata Glasc,Rakan,,,,,,1690,1,8,1,10,23,5,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8166,0.9941,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,1.0,0.0,16369,581.1479,0.194355,939.5503,1251.5503,13,0.4615,11,0.3905,12,39,1.3846,12728,9005,319.7041,0.224923,10275,,,203.0,21.0,182,,,7.2071,3305.0,3709.0,75.0,3353.0,3208.0,65.0,-48.0,501.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,5163.0,6174.0,120.0,4821.0,4981.0,94.0,342.0,1193.0,26.0,0.0,2.0,1.0,1.0,1.0,1.0
7130,LOLTMNT02_37499,complete,,LCK,2024,Spring,0,2024-01-31 11:45:22,2,14.01,3,Blue,mid,Bdd,oe:player:30361653a485a9609fb2d3aa073282c,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Taliyah,Orianna,Kalista,Lucian,Renata Glasc,Rakan,,,,,,1690,1,4,0,16,23,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8166,0.9941,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,18634,661.5621,0.221249,341.3254,191.432,12,0.426,14,0.497,10,44,1.5621,12957,9234,327.8343,0.230643,12050,,,271.0,261.0,10,,,9.6213,3626.0,5134.0,101.0,3536.0,5151.0,103.0,90.0,-17.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,5677.0,8187.0,165.0,5397.0,8100.0,162.0,280.0,87.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0
7131,LOLTMNT02_37499,complete,,LCK,2024,Spring,0,2024-01-31 11:45:22,2,14.01,4,Blue,bot,Deft,oe:player:c588a2d07b69ca4ba61c96aebd3f793,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Senna,Orianna,Kalista,Lucian,Renata Glasc,Rakan,,,,,,1690,1,6,0,14,23,5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8166,0.9941,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,25856,917.9645,0.306998,297.1243,151.2781,39,1.3846,8,0.284,4,74,2.6272,10562,6839,242.8047,0.170821,8100,,,61.0,55.0,6,,,2.1657,3122.0,2525.0,17.0,2791.0,2660.0,62.0,331.0,-135.0,-45.0,1.0,1.0,0.0,0.0,0.0,1.0,4727.0,3780.0,28.0,4573.0,5285.0,113.0,154.0,-1505.0,-85.0,2.0,1.0,0.0,0.0,0.0,1.0
7132,LOLTMNT02_37499,complete,,LCK,2024,Spring,0,2024-01-31 11:45:22,2,14.01,5,Blue,sup,BeryL,oe:player:dee54127bb56d2e2540ba71cc416f1c,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,Maokai,Orianna,Kalista,Lucian,Renata Glasc,Rakan,,,,,,1690,1,3,2,16,23,5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8166,0.9941,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,12732,452.0237,0.151172,825.4793,1037.858,14,0.497,2,0.071,5,28,0.9941,12002,8279,293.929,0.206789,11225,,,207.0,195.0,12,,,7.3491,3622.0,3568.0,82.0,2452.0,2605.0,10.0,1170.0,963.0,72.0,1.0,0.0,1.0,0.0,1.0,0.0,5567.0,6481.0,138.0,3426.0,3478.0,15.0,2141.0,3003.0,123.0,1.0,0.0,1.0,0.0,1.0,1.0
7133,LOLTMNT02_37499,complete,,LCK,2024,Spring,0,2024-01-31 11:45:22,2,14.01,6,Red,top,Morgan,oe:player:f73dde2d8c7879ae8d1fcdc03c4ffeb,OKSavingsBank BRION,oe:team:66eccb6faca7fd5e3cdf4ccf903385c,Darius,Corki,Varus,Rumble,Caitlyn,Ezreal,,,,,,1690,0,3,4,0,5,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1775,0.9941,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,12621,448.0828,0.221986,843.9763,537.1598,10,0.355,12,0.426,8,37,1.3136,10016,6293,223.4201,0.24275,9383,,,221.0,217.0,4,,,7.8462,3320.0,4849.0,89.0,3180.0,4920.0,80.0,140.0,-71.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5493.0,8027.0,145.0,5021.0,7941.0,136.0,472.0,86.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
