,match_id,game,blue_team,red_team,result,GEN,T1,DRX,DK,HLE,KT,LSB,NS,KDF,BRION
231,232,game_1,GEN,HLE,GEN,0.7,0.79,0.27,0.61,0.54,0.63,0.49,0.21,0.38,0.3
232,233,game_2,HLE,GEN,GEN,0.71,0.79,0.27,0.61,0.53,0.63,0.49,0.21,0.38,0.3
233,234,game_3,HLE,GEN,HLE,0.7,0.79,0.27,0.61,0.54,0.63,0.49,0.21,0.38,0.3
234,235,game_4,GEN,HLE,GEN,0.7,0.79,0.27,0.61,0.53,0.63,0.49,0.21,0.38,0.3
235,236,game_1,T1,GEN,T1,0.69,0.8,0.27,0.61,0.53,0.63,0.49,0.21,0.38,0.3
236,237,game_2,GEN,T1,T1,0.67,0.8,0.27,0.61,0.53,0.63,0.49,0.21,0.38,0.3
237,238,game_3,GEN,T1,GEN,0.68,0.78,0.27,0.61,0.53,0.63,0.49,0.21,0.38,0.3
238,239,game_4,T1,GEN,T1,0.67,0.79,0.27,0.61,0.53,0.63,0.49,0.21,0.38,0.3
239,240,game_1,KT,HLE,KT,0.67,0.79,0.27,0.61,0.52,0.64,0.49,0.21,0.38,0.3
240,241,game_2,HLE,KT,KT,0.67,0.79,0.27,0.61,0.51,0.65,0.49,0.21,0.38,0.3
241,242,game_3,HLE,KT,HLE,0.67,0.79,0.27,0.61,0.52,0.64,0.49,0.21,0.38,0.3
242,243,game_4,KT,HLE,KT,0.67,0.79,0.27,0.61,0.51,0.64,0.49,0.21,0.38,0.3
243,244,game_1,GEN,KT,KT,0.65,0.79,0.27,0.61,0.51,0.65,0.49,0.21,0.38,0.3
244,245,game_2,GEN,KT,GEN,0.66,0.79,0.27,0.61,0.51,0.64,0.49,0.21,0.38,0.3
245,246,game_3,KT,GEN,GEN,0.67,0.79,0.27,0.61,0.51,0.63,0.49,0.21,0.38,0.3
246,247,game_4,KT,GEN,GEN,0.67,0.79,0.27,0.61,0.51,0.62,0.49,0.21,0.38,0.3
247,248,game_1,T1,GEN,GEN,0.68,0.77,0.27,0.61,0.51,0.62,0.49,0.21,0.38,0.3
248,249,game_2,T1,GEN,GEN,0.68,0.76,0.27,0.61,0.51,0.62,0.49,0.21,0.38,0.3
249,250,game_3,T1,GEN,T1,0.67,0.76,0.27,0.61,0.51,0.62,0.49,0.21,0.38,0.3
250,251,game_4,GEN,T1,GEN,0.68,0.75,0.27,0.61,0.51,0.62,0.49,0.21,0.38,0.3
251,252,game_1,KT,HLE,KT,0.68,0.75,0.27,0.61,0.5,0.62,0.49,0.21,0.38,0.3
252,253,game_2,HLE,KT,HLE,0.68,0.75,0.27,0.61,0.51,0.61,0.49,0.21,0.38,0.3
253,254,game_3,KT,HLE,KT,0.68,0.75,0.27,0.61,0.5,0.62,0.49,0.21,0.38,0.3
254,255,game_1,DK,LSB,DK,0.68,0.75,0.27,0.62,0.5,0.62,0.48,0.21,0.38,0.3
255,256,game_2,LSB,DK,DK,0.68,0.75,0.27,0.63,0.5,0.62,0.47,0.21,0.38,0.3
256,257,game_1,KDF,DRX,KDF,0.68,0.75,0.27,0.63,0.5,0.62,0.47,0.21,0.39,0.3
257,258,game_2,DRX,KDF,KDF,0.68,0.75,0.26,0.63,0.5,0.62,0.47,0.21,0.4,0.3
258,259,game_1,BRION,NS,BRION,0.68,0.75,0.26,0.63,0.5,0.62,0.47,0.21,0.4,0.31
259,260,game_2,NS,BRION,NS,0.68,0.75,0.26,0.63,0.5,0.62,0.47,0.23,0.4,0.3
260,261,game_3,BRION,NS,NS,0.68,0.75,0.26,0.63,0.5,0.62,0.47,0.24,0.4,0.3
261,262,game_1,KT,GEN,KT,0.67,0.75,0.26,0.63,0.5,0.62,0.47,0.24,0.4,0.3
262,263,game_2,GEN,KT,GEN,0.67,0.75,0.26,0.63,0.5,0.62,0.47,0.24,0.4,0.3
263,264,game_3,KT,GEN,GEN,0.68,0.75,0.26,0.63,0.5,0.61,0.47,0.24,0.4,0.3
264,265,game_1,HLE,T1,HLE,0.68,0.74,0.26,0.63,0.51,0.61,0.47,0.24,0.4,0.3
265,266,game_2,T1,HLE,T1,0.68,0.74,0.26,0.63,0.5,0.61,0.47,0.24,0.4,0.3
266,267,game_3,T1,HLE,T1,0.68,0.75,0.26,0.63,0.49,0.61,0.47,0.24,0.4,0.3
267,268,game_1,LSB,NS,LSB,0.68,0.75,0.26,0.63,0.49,0.61,0.48,0.24,0.4,0.3
268,269,game_2,NS,LSB,LSB,0.68,0.75,0.26,0.63,0.49,0.61,0.49,0.23,0.4,0.3
269,270,game_1,KDF,BRION,KDF,0.68,0.75,0.26,0.63,0.49,0.61,0.49,0.23,0.42,0.29
270,271,game_2,BRION,KDF,KDF,0.68,0.75,0.26,0.63,0.49,0.61,0.49,0.23,0.43,0.29
271,272,game_1,DRX,DK,DK,0.68,0.75,0.26,0.64,0.49,0.61,0.49,0.23,0.43,0.29
272,273,game_2,DRX,DK,DRX,0.68,0.75,0.27,0.62,0.49,0.61,0.49,0.23,0.43,0.29
273,274,game_3,DK,DRX,DK,0.68,0.75,0.27,0.63,0.49,0.61,0.49,0.23,0.43,0.29
274,275,game_1,GEN,T1,GEN,0.68,0.73,0.27,0.63,0.49,0.61,0.49,0.23,0.43,0.29
275,276,game_2,T1,GEN,T1,0.67,0.74,0.27,0.63,0.49,0.61,0.49,0.23,0.43,0.29
276,277,game_3,GEN,T1,GEN,0.68,0.73,0.27,0.63,0.49,0.61,0.49,0.23,0.43,0.29
277,278,game_1,HLE,DRX,HLE,0.68,0.73,0.26,0.63,0.5,0.61,0.49,0.23,0.43,0.29
278,279,game_2,DRX,HLE,HLE,0.68,0.73,0.25,0.63,0.51,0.61,0.49,0.23,0.43,0.29
279,280,game_1,GEN,KDF,GEN,0.68,0.73,0.25,0.63,0.51,0.61,0.49,0.23,0.42,0.29
280,281,game_2,KDF,GEN,GEN,0.69,0.73,0.25,0.63,0.51,0.61,0.49,0.23,0.41,0.29
281,282,game_1,T1,LSB,T1,0.69,0.73,0.25,0.63,0.51,0.61,0.48,0.23,0.41,0.29
282,283,game_2,LSB,T1,T1,0.69,0.73,0.25,0.63,0.51,0.61,0.47,0.23,0.41,0.29
283,284,game_1,DK,BRION,DK,0.69,0.73,0.25,0.64,0.51,0.61,0.47,0.23,0.41,0.28
284,285,game_2,BRION,DK,BRION,0.69,0.73,0.25,0.63,0.51,0.61,0.47,0.23,0.41,0.29
285,286,game_3,DK,BRION,BRION,0.69,0.73,0.25,0.62,0.51,0.61,0.47,0.23,0.41,0.31
286,287,game_1,NS,GEN,GEN,0.69,0.73,0.25,0.62,0.51,0.61,0.47,0.23,0.41,0.31
287,288,game_2,NS,GEN,GEN,0.7,0.73,0.25,0.62,0.51,0.61,0.47,0.22,0.41,0.31
288,289,game_1,DRX,KT,KT,0.7,0.73,0.25,0.62,0.51,0.61,0.47,0.22,0.41,0.31
289,290,game_2,DRX,KT,KT,0.7,0.73,0.25,0.62,0.51,0.62,0.47,0.22,0.41,0.31
290,291,game_1,HLE,KDF,HLE,0.7,0.73,0.25,0.62,0.52,0.62,0.47,0.22,0.4,0.31
291,292,game_2,KDF,HLE,HLE,0.7,0.73,0.25,0.62,0.52,0.62,0.47,0.22,0.4,0.31
292,293,game_1,BRION,T1,T1,0.7,0.74,0.25,0.62,0.52,0.62,0.47,0.22,0.4,0.3
293,294,game_2,BRION,T1,T1,0.7,0.74,0.25,0.62,0.52,0.62,0.47,0.22,0.4,0.3
294,295,game_1,LSB,KT,KT,0.7,0.74,0.25,0.62,0.52,0.62,0.47,0.22,0.4,0.3
295,296,game_2,LSB,KT,KT,0.7,0.74,0.25,0.62,0.52,0.63,0.46,0.22,0.4,0.3
296,297,game_1,DK,NS,DK,0.7,0.74,0.25,0.62,0.52,0.63,0.46,0.22,0.4,0.3
297,298,game_2,NS,DK,DK,0.7,0.74,0.25,0.63,0.52,0.63,0.46,0.22,0.4,0.3
298,299,game_1,LSB,BRION,LSB,0.7,0.74,0.25,0.63,0.52,0.63,0.47,0.22,0.4,0.29
299,300,game_2,LSB,BRION,BRION,0.7,0.74,0.25,0.63,0.52,0.63,0.46,0.22,0.4,0.3
300,301,game_3,LSB,BRION,LSB,0.7,0.74,0.25,0.63,0.52,0.63,0.47,0.22,0.4,0.3
301,302,game_1,KDF,T1,T1,0.7,0.75,0.25,0.63,0.52,0.63,0.47,0.22,0.39,0.3
302,303,game_2,KDF,T1,T1,0.7,0.75,0.25,0.63,0.52,0.63,0.47,0.22,0.38,0.3
303,304,game_1,GEN,DRX,GEN,0.7,0.75,0.24,0.63,0.52,0.63,0.47,0.22,0.38,0.3
304,305,game_2,DRX,GEN,GEN,0.7,0.75,0.24,0.63,0.52,0.63,0.47,0.22,0.38,0.3
305,306,game_1,KT,DK,KT,0.7,0.75,0.24,0.62,0.52,0.63,0.47,0.22,0.38,0.3
306,307,game_2,DK,KT,KT,0.7,0.75,0.24,0.61,0.52,0.64,0.47,0.22,0.38,0.3
307,308,game_1,KDF,NS,KDF,0.7,0.75,0.24,0.61,0.52,0.64,0.47,0.21,0.39,0.3
308,309,game_2,NS,KDF,KDF,0.7,0.75,0.24,0.61,0.52,0.64,0.47,0.21,0.4,0.3
309,310,game_1,HLE,LSB,HLE,0.7,0.75,0.24,0.61,0.53,0.64,0.46,0.21,0.4,0.3
310,311,game_2,HLE,LSB,LSB,0.7,0.75,0.24,0.61,0.52,0.64,0.47,0.21,0.4,0.3
311,312,game_3,HLE,LSB,HLE,0.7,0.75,0.24,0.61,0.53,0.64,0.46,0.21,0.4,0.3
312,313,game_1,DK,GEN,GEN,0.71,0.75,0.24,0.6,0.53,0.64,0.46,0.21,0.4,0.3
313,314,game_2,DK,GEN,DK,0.7,0.75,0.24,0.6,0.53,0.64,0.46,0.21,0.4,0.3
314,315,game_3,GEN,DK,GEN,0.7,0.75,0.24,0.59,0.53,0.64,0.46,0.21,0.4,0.3
315,316,game_1,T1,KT,KT,0.7,0.74,0.24,0.59,0.53,0.64,0.46,0.21,0.4,0.3
316,317,game_2,T1,KT,KT,0.7,0.73,0.24,0.59,0.53,0.65,0.46,0.21,0.4,0.3
317,318,game_1,NS,DRX,NS,0.7,0.73,0.23,0.59,0.53,0.65,0.46,0.22,0.4,0.3
318,319,game_2,DRX,NS,DRX,0.7,0.73,0.25,0.59,0.53,0.65,0.46,0.22,0.4,0.3
319,320,game_3,NS,DRX,DRX,0.7,0.73,0.26,0.59,0.53,0.65,0.46,0.21,0.4,0.3
320,321,game_1,BRION,HLE,HLE,0.7,0.73,0.26,0.59,0.54,0.65,0.46,0.21,0.4,0.29
321,322,game_2,BRION,HLE,HLE,0.7,0.73,0.26,0.59,0.54,0.65,0.46,0.21,0.4,0.29
322,323,game_1,HLE,DK,DK,0.7,0.73,0.26,0.6,0.53,0.65,0.46,0.21,0.4,0.29
323,324,game_2,HLE,DK,DK,0.7,0.73,0.26,0.61,0.53,0.65,0.46,0.21,0.4,0.29
324,325,game_1,KT,KDF,KT,0.7,0.73,0.26,0.61,0.53,0.65,0.46,0.21,0.4,0.29
325,326,game_2,KT,KDF,KT,0.7,0.73,0.26,0.61,0.53,0.66,0.46,0.21,0.39,0.29
326,327,game_1,GEN,BRION,GEN,0.71,0.73,0.26,0.61,0.53,0.66,0.46,0.21,0.39,0.28
327,328,game_2,BRION,GEN,GEN,0.71,0.73,0.26,0.61,0.53,0.66,0.46,0.21,0.39,0.28
328,329,game_1,DRX,LSB,LSB,0.71,0.73,0.25,0.61,0.53,0.66,0.47,0.21,0.39,0.28
329,330,game_2,DRX,LSB,DRX,0.71,0.73,0.27,0.61,0.53,0.66,0.46,0.21,0.39,0.28
330,331,game_3,LSB,DRX,DRX,0.71,0.73,0.28,0.61,0.53,0.66,0.46,0.21,0.39,0.28
331,332,game_1,KT,NS,KT,0.71,0.73,0.28,0.61,0.53,0.66,0.46,0.21,0.39,0.28
332,333,game_2,NS,KT,KT,0.71,0.73,0.28,0.61,0.53,0.67,0.46,0.21,0.39,0.28
333,334,game_1,T1,DK,T1,0.71,0.73,0.28,0.6,0.53,0.67,0.46,0.21,0.39,0.28
334,335,game_2,DK,T1,T1,0.71,0.74,0.28,0.59,0.53,0.67,0.46,0.21,0.39,0.28
335,336,game_1,BRION,DRX,BRION,0.71,0.74,0.27,0.59,0.53,0.67,0.46,0.21,0.39,0.29
336,337,game_2,DRX,BRION,DRX,0.71,0.74,0.29,0.59,0.53,0.67,0.46,0.21,0.39,0.29
337,338,game_3,BRION,DRX,BRION,0.71,0.74,0.28,0.59,0.53,0.67,0.46,0.21,0.39,0.3
338,339,game_1,KDF,LSB,KDF,0.71,0.74,0.28,0.59,0.53,0.67,0.45,0.21,0.4,0.3
339,340,game_2,LSB,KDF,KDF,0.71,0.74,0.28,0.59,0.53,0.67,0.44,0.21,0.41,0.3
340,341,game_1,GEN,HLE,GEN,0.71,0.74,0.28,0.59,0.52,0.67,0.44,0.21,0.41,0.3
341,342,game_2,HLE,GEN,GEN,0.72,0.74,0.28,0.59,0.51,0.67,0.44,0.21,0.41,0.3
342,343,game_1,T1,NS,NS,0.72,0.73,0.28,0.59,0.51,0.67,0.44,0.22,0.41,0.3
343,344,game_2,T1,NS,T1,0.72,0.73,0.28,0.59,0.51,0.67,0.44,0.22,0.41,0.3
344,345,game_3,NS,T1,T1,0.72,0.73,0.28,0.59,0.51,0.67,0.44,0.21,0.41,0.3
345,346,game_1,DK,KDF,DK,0.72,0.73,0.28,0.59,0.51,0.67,0.44,0.21,0.4,0.3
346,347,game_2,DK,KDF,DK,0.72,0.73,0.28,0.6,0.51,0.67,0.44,0.21,0.4,0.3
347,348,game_1,DRX,T1,DRX,0.72,0.72,0.29,0.6,0.51,0.67,0.44,0.21,0.4,0.3
348,349,game_2,T1,DRX,DRX,0.72,0.71,0.3,0.6,0.51,0.67,0.44,0.21,0.4,0.3
349,350,game_1,NS,HLE,HLE,0.72,0.71,0.3,0.6,0.52,0.67,0.44,0.21,0.4,0.3
350,351,game_2,NS,HLE,HLE,0.72,0.71,0.3,0.6,0.53,0.67,0.44,0.21,0.4,0.3
351,352,game_1,LSB,GEN,GEN,0.72,0.71,0.3,0.6,0.53,0.67,0.44,0.21,0.4,0.3
352,353,game_2,LSB,GEN,GEN,0.72,0.71,0.3,0.6,0.53,0.67,0.43,0.21,0.4,0.3
353,354,game_1,BRION,KT,KT,0.72,0.71,0.3,0.6,0.53,0.67,0.43,0.21,0.4,0.29
354,355,game_2,BRION,KT,KT,0.72,0.71,0.3,0.6,0.53,0.68,0.43,0.21,0.4,0.29
355,356,game_1,DK,DRX,DK,0.72,0.71,0.3,0.61,0.53,0.68,0.43,0.21,0.4,0.29
356,357,game_2,DRX,DK,DK,0.72,0.71,0.29,0.61,0.53,0.68,0.43,0.21,0.4,0.29
357,358,game_1,T1,GEN,GEN,0.73,0.71,0.29,0.61,0.53,0.68,0.43,0.21,0.4,0.29
358,359,game_2,GEN,T1,GEN,0.73,0.7,0.29,0.61,0.53,0.68,0.43,0.21,0.4,0.29
359,360,game_1,NS,LSB,NS,0.73,0.7,0.29,0.61,0.53,0.68,0.42,0.22,0.4,0.29
360,361,game_2,LSB,NS,NS,0.73,0.7,0.29,0.61,0.53,0.68,0.42,0.23,0.4,0.29
361,362,game_1,KT,BRION,KT,0.73,0.7,0.29,0.61,0.53,0.68,0.42,0.23,0.4,0.28
362,363,game_2,BRION,KT,KT,0.73,0.7,0.29,0.61,0.53,0.68,0.42,0.23,0.4,0.28
363,364,game_1,KDF,HLE,HLE,0.73,0.7,0.29,0.61,0.53,0.68,0.42,0.23,0.39,0.28
364,365,game_2,KDF,HLE,HLE,0.73,0.7,0.29,0.61,0.54,0.68,0.42,0.23,0.38,0.28
365,366,game_1,LSB,DK,DK,0.73,0.7,0.29,0.62,0.54,0.68,0.41,0.23,0.38,0.28
366,367,game_2,DK,LSB,DK,0.73,0.7,0.29,0.62,0.54,0.68,0.41,0.23,0.38,0.28
367,368,game_1,GEN,NS,GEN,0.73,0.7,0.29,0.62,0.54,0.68,0.41,0.23,0.38,0.28
368,369,game_2,NS,GEN,GEN,0.74,0.7,0.29,0.62,0.54,0.68,0.41,0.22,0.38,0.28
369,370,game_1,HLE,KT,KT,0.74,0.7,0.29,0.62,0.53,0.69,0.41,0.22,0.38,0.28
370,371,game_2,HLE,KT,HLE,0.74,0.7,0.29,0.62,0.54,0.68,0.41,0.22,0.38,0.28
371,372,game_3,KT,HLE,KT,0.74,0.7,0.29,0.62,0.53,0.68,0.41,0.22,0.38,0.28
372,373,game_1,BRION,KDF,BRION,0.74,0.7,0.29,0.62,0.53,0.68,0.41,0.22,0.38,0.29
373,374,game_2,KDF,BRION,KDF,0.74,0.7,0.29,0.62,0.53,0.68,0.41,0.22,0.39,0.29
374,375,game_3,BRION,KDF,BRION,0.74,0.7,0.29,0.62,0.53,0.68,0.41,0.22,0.38,0.3
375,376,game_1,T1,NS,T1,0.74,0.7,0.29,0.62,0.53,0.68,0.41,0.22,0.38,0.3
376,377,game_2,T1,NS,T1,0.74,0.7,0.29,0.62,0.53,0.68,0.41,0.22,0.38,0.3
377,378,game_1,DRX,GEN,GEN,0.74,0.7,0.29,0.62,0.53,0.68,0.41,0.22,0.38,0.3
378,379,game_2,DRX,GEN,GEN,0.74,0.7,0.29,0.62,0.53,0.68,0.41,0.22,0.38,0.3
379,380,game_1,KDF,LSB,LSB,0.74,0.7,0.29,0.62,0.53,0.68,0.42,0.22,0.38,0.3
380,381,game_2,KDF,LSB,LSB,0.74,0.7,0.29,0.62,0.53,0.68,0.42,0.22,0.37,0.3
381,382,game_1,HLE,BRION,BRION,0.74,0.7,0.29,0.62,0.52,0.68,0.42,0.22,0.37,0.31
382,383,game_2,HLE,BRION,HLE,0.74,0.7,0.29,0.62,0.53,0.68,0.42,0.22,0.37,0.3
383,384,game_3,BRION,HLE,HLE,0.74,0.7,0.29,0.62,0.53,0.68,0.42,0.22,0.37,0.3
384,385,game_1,DK,T1,DK,0.74,0.7,0.29,0.63,0.53,0.68,0.42,0.22,0.37,0.3
385,386,game_2,T1,DK,DK,0.74,0.69,0.29,0.63,0.53,0.68,0.42,0.22,0.37,0.3
386,387,game_1,KT,DRX,KT,0.74,0.69,0.28,0.63,0.53,0.69,0.42,0.22,0.37,0.3
387,388,game_2,DRX,KT,DRX,0.74,0.69,0.29,0.63,0.53,0.68,0.42,0.22,0.37,0.3
388,389,game_3,KT,DRX,KT,0.74,0.69,0.29,0.63,0.53,0.68,0.42,0.22,0.37,0.3
389,390,game_1,DK,KT,KT,0.74,0.69,0.29,0.62,0.53,0.69,0.42,0.22,0.37,0.3
390,391,game_2,DK,KT,KT,0.74,0.69,0.29,0.62,0.53,0.69,0.42,0.22,0.37,0.3
391,392,game_1,LSB,HLE,HLE,0.74,0.69,0.29,0.62,0.54,0.69,0.42,0.22,0.37,0.3
392,393,game_2,LSB,HLE,HLE,0.74,0.69,0.29,0.62,0.55,0.69,0.41,0.22,0.37,0.3
393,394,game_1,KDF,GEN,GEN,0.75,0.69,0.29,0.62,0.55,0.69,0.41,0.22,0.37,0.3
394,395,game_2,GEN,KDF,GEN,0.75,0.69,0.29,0.62,0.55,0.69,0.41,0.22,0.36,0.3
395,396,game_1,DRX,NS,NS,0.75,0.69,0.28,0.62,0.55,0.69,0.41,0.23,0.36,0.3
396,397,game_2,DRX,NS,DRX,0.75,0.69,0.29,0.62,0.55,0.69,0.41,0.23,0.36,0.3
397,398,game_3,NS,DRX,NS,0.75,0.69,0.29,0.62,0.55,0.69,0.41,0.24,0.36,0.3
398,399,game_1,BRION,DK,BRION,0.75,0.69,0.29,0.61,0.55,0.69,0.41,0.24,0.36,0.31
399,400,game_2,DK,BRION,DK,0.75,0.69,0.29,0.61,0.55,0.69,0.41,0.24,0.36,0.3
400,401,game_3,BRION,DK,DK,0.75,0.69,0.29,0.62,0.55,0.69,0.41,0.24,0.36,0.3
401,402,game_1,HLE,T1,HLE,0.75,0.68,0.29,0.62,0.55,0.69,0.41,0.24,0.36,0.3
402,403,game_2,T1,HLE,HLE,0.75,0.67,0.29,0.62,0.56,0.69,0.41,0.24,0.36,0.3
403,404,game_1,GEN,KT,KT,0.74,0.67,0.29,0.62,0.56,0.69,0.41,0.24,0.36,0.3
404,405,game_2,GEN,KT,KT,0.73,0.67,0.29,0.62,0.56,0.7,0.41,0.24,0.36,0.3
405,406,game_1,NS,KDF,NS,0.73,0.67,0.29,0.62,0.56,0.7,0.41,0.25,0.36,0.3
406,407,game_2,KDF,NS,KDF,0.73,0.67,0.29,0.62,0.56,0.7,0.41,0.24,0.36,0.3
407,408,game_3,NS,KDF,NS,0.73,0.67,0.29,0.62,0.56,0.7,0.41,0.25,0.36,0.3
408,409,game_1,T1,BRION,BRION,0.73,0.66,0.29,0.62,0.56,0.7,0.41,0.25,0.36,0.31
409,410,game_2,T1,BRION,T1,0.73,0.67,0.29,0.62,0.56,0.7,0.41,0.25,0.36,0.3
410,411,game_3,BRION,T1,BRION,0.73,0.66,0.29,0.62,0.56,0.7,0.41,0.25,0.36,0.31
411,412,game_1,LSB,DRX,LSB,0.73,0.66,0.29,0.62,0.56,0.7,0.42,0.25,0.36,0.31
412,413,game_2,DRX,LSB,LSB,0.73,0.66,0.28,0.62,0.56,0.7,0.43,0.25,0.36,0.31
413,414,game_1,GEN,LSB,GEN,0.74,0.66,0.28,0.62,0.56,0.7,0.42,0.25,0.36,0.31
414,415,game_2,LSB,GEN,GEN,0.74,0.66,0.28,0.62,0.56,0.7,0.42,0.25,0.36,0.31
415,416,game_1,KDF,KT,KT,0.74,0.66,0.28,0.62,0.56,0.7,0.42,0.25,0.36,0.31
416,417,game_2,KDF,KT,KT,0.74,0.66,0.28,0.62,0.56,0.7,0.42,0.25,0.35,0.31
417,418,game_1,T1,DRX,T1,0.74,0.66,0.28,0.62,0.56,0.7,0.42,0.25,0.35,0.31
418,419,game_2,T1,DRX,DRX,0.74,0.66,0.29,0.62,0.56,0.7,0.42,0.25,0.35,0.31
419,420,game_3,T1,DRX,DRX,0.74,0.65,0.3,0.62,0.56,0.7,0.42,0.25,0.35,0.31
420,421,game_1,HLE,NS,HLE,0.74,0.65,0.3,0.62,0.56,0.7,0.42,0.25,0.35,0.31
421,422,game_2,NS,HLE,HLE,0.74,0.65,0.3,0.62,0.57,0.7,0.42,0.25,0.35,0.31
422,423,game_1,DK,KDF,DK,0.74,0.65,0.3,0.62,0.57,0.7,0.42,0.25,0.35,0.31
423,424,game_2,DK,KDF,DK,0.74,0.65,0.3,0.63,0.57,0.7,0.42,0.25,0.34,0.31
424,425,game_1,BRION,LSB,LSB,0.74,0.65,0.3,0.63,0.57,0.7,0.42,0.25,0.34,0.31
425,426,game_2,BRION,LSB,LSB,0.74,0.65,0.3,0.63,0.57,0.7,0.43,0.25,0.34,0.3
426,427,game_1,KT,T1,KT,0.74,0.64,0.3,0.63,0.57,0.71,0.43,0.25,0.34,0.3
427,428,game_2,T1,KT,KT,0.74,0.63,0.3,0.63,0.57,0.71,0.43,0.25,0.34,0.3
428,429,game_1,DRX,HLE,HLE,0.74,0.63,0.29,0.63,0.57,0.71,0.43,0.25,0.34,0.3
429,430,game_2,DRX,HLE,HLE,0.74,0.63,0.29,0.63,0.57,0.71,0.43,0.25,0.34,0.3
430,431,game_1,NS,BRION,BRION,0.74,0.63,0.29,0.63,0.57,0.71,0.43,0.24,0.34,0.31
431,432,game_2,NS,BRION,NS,0.74,0.63,0.29,0.63,0.57,0.71,0.43,0.25,0.34,0.31
432,433,game_3,BRION,NS,NS,0.74,0.63,0.29,0.63,0.57,0.71,0.43,0.26,0.34,0.31
433,434,game_1,GEN,DK,GEN,0.74,0.63,0.29,0.62,0.57,0.71,0.43,0.26,0.34,0.31
434,435,game_2,DK,GEN,GEN,0.74,0.63,0.29,0.61,0.57,0.71,0.43,0.26,0.34,0.31
435,436,game_1,T1,KDF,T1,0.74,0.64,0.29,0.61,0.57,0.71,0.43,0.26,0.34,0.31
436,437,game_2,T1,KDF,T1,0.74,0.64,0.29,0.61,0.57,0.71,0.43,0.26,0.33,0.31
437,438,game_1,NS,DK,DK,0.74,0.64,0.29,0.62,0.57,0.71,0.43,0.26,0.33,0.31
438,439,game_2,DK,NS,DK,0.74,0.64,0.29,0.62,0.57,0.71,0.43,0.26,0.33,0.31
439,440,game_1,DRX,BRION,DRX,0.74,0.64,0.3,0.62,0.57,0.71,0.43,0.26,0.33,0.3
440,441,game_2,BRION,DRX,DRX,0.74,0.64,0.31,0.62,0.57,0.71,0.43,0.26,0.33,0.3
441,442,game_1,HLE,GEN,GEN,0.75,0.64,0.31,0.62,0.57,0.71,0.43,0.26,0.33,0.3
442,443,game_2,HLE,GEN,GEN,0.75,0.64,0.31,0.62,0.56,0.71,0.43,0.26,0.33,0.3
443,444,game_1,T1,LSB,T1,0.75,0.65,0.31,0.62,0.56,0.71,0.43,0.26,0.33,0.3
444,445,game_2,LSB,T1,T1,0.75,0.65,0.31,0.62,0.56,0.71,0.42,0.26,0.33,0.3
445,446,game_3,T1,LSB,T1,0.75,0.65,0.31,0.62,0.56,0.71,0.42,0.26,0.33,0.3
446,447,game_1,NS,KT,NS,0.75,0.65,0.31,0.62,0.56,0.7,0.42,0.27,0.33,0.3
447,448,game_2,KT,NS,KT,0.75,0.65,0.31,0.62,0.56,0.7,0.42,0.26,0.33,0.3
448,449,game_3,NS,KT,KT,0.75,0.65,0.31,0.62,0.56,0.71,0.42,0.26,0.33,0.3
449,450,game_1,DK,HLE,HLE,0.75,0.65,0.31,0.61,0.57,0.71,0.42,0.26,0.33,0.3
450,451,game_2,DK,HLE,HLE,0.75,0.65,0.31,0.61,0.57,0.71,0.42,0.26,0.33,0.3
451,452,game_1,BRION,GEN,BRION,0.74,0.65,0.31,0.61,0.57,0.71,0.42,0.26,0.33,0.31
452,453,game_2,GEN,BRION,BRION,0.73,0.65,0.31,0.61,0.57,0.71,0.42,0.26,0.33,0.31
453,454,game_1,DRX,KDF,DRX,0.73,0.65,0.31,0.61,0.57,0.71,0.42,0.26,0.33,0.31
454,455,game_2,KDF,DRX,DRX,0.73,0.65,0.32,0.61,0.57,0.71,0.42,0.26,0.33,0.31
455,456,game_1,KT,LSB,KT,0.73,0.65,0.32,0.61,0.57,0.71,0.41,0.26,0.33,0.31
456,457,game_2,LSB,KT,KT,0.73,0.65,0.32,0.61,0.57,0.71,0.41,0.26,0.33,0.31
457,458,game_1,HLE,DRX,HLE,0.73,0.65,0.32,0.61,0.58,0.71,0.41,0.26,0.33,0.31
458,459,game_2,DRX,HLE,HLE,0.73,0.65,0.31,0.61,0.58,0.71,0.41,0.26,0.33,0.31
459,460,game_3,DRX,HLE,HLE,0.73,0.65,0.31,0.61,0.58,0.71,0.41,0.26,0.33,0.31
460,461,game_1,DK,T1,T1,0.73,0.66,0.31,0.6,0.58,0.71,0.41,0.26,0.33,0.31
461,462,game_2,DK,T1,DK,0.73,0.65,0.31,0.6,0.58,0.71,0.41,0.26,0.33,0.31
462,463,game_3,T1,DK,T1,0.73,0.65,0.31,0.6,0.58,0.71,0.41,0.26,0.33,0.31
463,464,game_4,DK,T1,T1,0.73,0.66,0.31,0.59,0.58,0.71,0.41,0.26,0.33,0.31
464,465,game_1,KT,T1,KT,0.73,0.65,0.31,0.59,0.58,0.72,0.41,0.26,0.33,0.31
465,466,game_2,T1,KT,T1,0.73,0.65,0.31,0.59,0.58,0.71,0.41,0.26,0.33,0.31
466,467,game_3,KT,T1,T1,0.73,0.66,0.31,0.59,0.58,0.7,0.41,0.26,0.33,0.31
467,468,game_4,KT,T1,KT,0.73,0.65,0.31,0.59,0.58,0.7,0.41,0.26,0.33,0.31
