,gameid,split,blue_team,red_team,blue_wr,red_wr,result
264,ESPORTSTMNT03_3168168,Summer,Hanwha Life Esports,T1,0.5,0.75,1
265,ESPORTSTMNT03_3169092,Summer,T1,Hanwha Life Esports,0.7368421052631579,0.5081967213114754,1
266,ESPORTSTMNT03_3170048,Summer,T1,Hanwha Life Esports,0.7413793103448276,0.5,1
267,ESPORTSTMNT03_3169206,Summer,Liiv SANDBOX,Nongshim RedForce,0.4716981132075472,0.24444444444444444,1
268,ESPORTSTMNT03_3168300,Summer,Nongshim RedForce,Liiv SANDBOX,0.2391304347826087,0.48148148148148145,0
269,ESPORTSTMNT03_3170167,Summer,Kwangdong Freecs,OKSavingsBank BRION,0.40425531914893614,0.3333333333333333,1
270,ESPORTSTMNT03_3169215,Summer,OKSavingsBank BRION,Kwangdong Freecs,0.25,0.4166666666666667,0
271,ESPORTSTMNT03_3170239,Summer,DRX,Dplus KIA,0.2608695652173913,0.6304347826086957,0
272,ESPORTSTMNT03_3170253,Summer,DRX,Dplus KIA,0.2553191489361702,0.6382978723404256,1
273,ESPORTSTMNT03_3168381,Summer,Dplus KIA,DRX,0.625,0.2708333333333333,1
274,ESPORTSTMNT03_3170256,Summer,Gen.G,T1,0.6774193548387096,0.7457627118644068,1
275,ESPORTSTMNT03_3169305,Summer,T1,Gen.G,0.7333333333333333,0.6825396825396826,1
276,ESPORTSTMNT03_3170267,Summer,Gen.G,T1,0.671875,0.7377049180327869,1
277,ESPORTSTMNT01_3372029,Summer,Hanwha Life Esports,DRX,0.49206349206349204,0.2653061224489796,1
278,ESPORTSTMNT01_3373049,Summer,DRX,Hanwha Life Esports,0.26,0.5,0
279,ESPORTSTMNT01_3372092,Summer,Gen.G,Kwangdong Freecs,0.676923076923077,0.42857142857142855,1
280,ESPORTSTMNT01_3373110,Summer,Kwangdong Freecs,Gen.G,0.42,0.6818181818181818,0
281,ESPORTSTMNT01_3374638,Summer,T1,Liiv SANDBOX,0.7258064516129032,0.4909090909090909,1
282,ESPORTSTMNT01_3372716,Summer,Liiv SANDBOX,T1,0.48214285714285715,0.7301587301587301,0
283,ESPORTSTMNT01_3373726,Summer,Dplus KIA,OKSavingsBank BRION,0.6326530612244898,0.2,1
284,ESPORTSTMNT01_3372768,Summer,OKSavingsBank BRION,Dplus KIA,0.16666666666666666,0.64,1
285,ESPORTSTMNT01_3374742,Summer,Dplus KIA,OKSavingsBank BRION,0.6274509803921569,0.2857142857142857,0
286,ESPORTSTMNT01_3376223,Summer,Nongshim RedForce,Gen.G,0.23404255319148937,0.6865671641791045,0
287,ESPORTSTMNT01_3376253,Summer,Nongshim RedForce,Gen.G,0.22916666666666666,0.6911764705882353,0
288,ESPORTSTMNT01_3375285,Summer,DRX,KT Rolster,0.2549019607843137,0.6060606060606061,0
289,ESPORTSTMNT01_3375321,Summer,DRX,KT Rolster,0.25,0.6119402985074627,0
290,ESPORTSTMNT01_3375723,Summer,Hanwha Life Esports,Kwangdong Freecs,0.5076923076923077,0.4117647058823529,1
291,ESPORTSTMNT01_3376707,Summer,Kwangdong Freecs,Hanwha Life Esports,0.40384615384615385,0.5151515151515151,0
292,ESPORTSTMNT01_3378634,Summer,OKSavingsBank BRION,T1,0.375,0.734375,0
293,ESPORTSTMNT01_3378674,Summer,OKSavingsBank BRION,T1,0.3333333333333333,0.7384615384615385,0
294,ESPORTSTMNT01_3379239,Summer,Liiv SANDBOX,KT Rolster,0.47368421052631576,0.6176470588235294,0
295,ESPORTSTMNT01_3380253,Summer,Liiv SANDBOX,KT Rolster,0.46551724137931033,0.6231884057971014,0
296,ESPORTSTMNT01_3380258,Summer,Dplus KIA,Nongshim RedForce,0.6153846153846154,0.22448979591836735,1
297,ESPORTSTMNT01_3381214,Summer,Nongshim RedForce,Dplus KIA,0.22,0.6226415094339622,0
298,ESPORTSTMNT01_3383647,Summer,Liiv SANDBOX,OKSavingsBank BRION,0.4576271186440678,0.3,1
299,ESPORTSTMNT01_3383672,Summer,Liiv SANDBOX,OKSavingsBank BRION,0.4666666666666667,0.2727272727272727,0
300,ESPORTSTMNT01_3382782,Summer,Liiv SANDBOX,OKSavingsBank BRION,0.45901639344262296,0.3333333333333333,1
301,ESPORTSTMNT01_3384667,Summer,Kwangdong Freecs,T1,0.39622641509433965,0.7424242424242424,0
302,ESPORTSTMNT01_3384734,Summer,Kwangdong Freecs,T1,0.3888888888888889,0.746268656716418,0
303,ESPORTSTMNT01_3385158,Summer,Gen.G,DRX,0.6956521739130435,0.24528301886792453,1
304,ESPORTSTMNT01_3385176,Summer,DRX,Gen.G,0.24074074074074073,0.7,0
305,ESPORTSTMNT01_3387063,Summer,KT Rolster,Dplus KIA,0.6285714285714286,0.6296296296296297,1
306,ESPORTSTMNT01_3387101,Summer,Dplus KIA,KT Rolster,0.6181818181818182,0.6338028169014085,0
307,ESPORTSTMNT01_3385476,Summer,Kwangdong Freecs,Nongshim RedForce,0.38181818181818183,0.21568627450980393,1
308,ESPORTSTMNT01_3385497,Summer,Nongshim RedForce,Kwangdong Freecs,0.21153846153846154,0.39285714285714285,0
309,ESPORTSTMNT01_3387354,Summer,Hanwha Life Esports,Liiv SANDBOX,0.5223880597014925,0.46774193548387094,1
310,ESPORTSTMNT01_3386462,Summer,Hanwha Life Esports,Liiv SANDBOX,0.5294117647058824,0.4603174603174603,0
311,ESPORTSTMNT01_3387396,Summer,Hanwha Life Esports,Liiv SANDBOX,0.5217391304347826,0.46875,1
312,ESPORTSTMNT01_3387569,Summer,Dplus KIA,Gen.G,0.6071428571428571,0.704225352112676,0
313,ESPORTSTMNT01_3385750,Summer,Dplus KIA,Gen.G,0.5964912280701754,0.7083333333333334,1
314,ESPORTSTMNT01_3387594,Summer,Gen.G,Dplus KIA,0.6986301369863014,0.603448275862069,1
315,ESPORTSTMNT01_3385759,Summer,T1,KT Rolster,0.75,0.6388888888888888,0
316,ESPORTSTMNT01_3386695,Summer,T1,KT Rolster,0.7391304347826086,0.6438356164383562,0
317,ESPORTSTMNT01_3388081,Summer,Nongshim RedForce,DRX,0.20754716981132076,0.23636363636363636,1
318,ESPORTSTMNT01_3386968,Summer,DRX,Nongshim RedForce,0.23214285714285715,0.2222222222222222,1
319,ESPORTSTMNT01_3388094,Summer,Nongshim RedForce,DRX,0.21818181818181817,0.24561403508771928,0
320,ESPORTSTMNT01_3388098,Summer,OKSavingsBank BRION,Hanwha Life Esports,0.3076923076923077,0.5285714285714286,0
321,ESPORTSTMNT01_3386993,Summer,OKSavingsBank BRION,Hanwha Life Esports,0.2857142857142857,0.5352112676056338,0
322,ESPORTSTMNT02_3213109,Summer,Hanwha Life Esports,Dplus KIA,0.5416666666666666,0.5932203389830508,0
323,ESPORTSTMNT02_3215087,Summer,Hanwha Life Esports,Dplus KIA,0.5342465753424658,0.6,0
324,ESPORTSTMNT02_3214098,Summer,KT Rolster,Kwangdong Freecs,0.6486486486486487,0.40350877192982454,1
325,ESPORTSTMNT02_3214136,Summer,KT Rolster,Kwangdong Freecs,0.6533333333333333,0.39655172413793105,1
326,ESPORTSTMNT02_3213439,Summer,Gen.G,OKSavingsBank BRION,0.7027027027027027,0.26666666666666666,1
327,ESPORTSTMNT02_3213452,Summer,OKSavingsBank BRION,Gen.G,0.25,0.7066666666666667,0
328,ESPORTSTMNT02_3215424,Summer,DRX,Liiv SANDBOX,0.25862068965517243,0.46153846153846156,0
329,ESPORTSTMNT02_3214430,Summer,DRX,Liiv SANDBOX,0.2542372881355932,0.4696969696969697,1
330,ESPORTSTMNT02_3214449,Summer,Liiv SANDBOX,DRX,0.4626865671641791,0.26666666666666666,0
331,ESPORTSTMNT02_3216219,Summer,KT Rolster,Nongshim RedForce,0.6578947368421053,0.21428571428571427,1
332,ESPORTSTMNT02_3213761,Summer,Nongshim RedForce,KT Rolster,0.21052631578947367,0.6623376623376623,0
333,ESPORTSTMNT02_3213774,Summer,T1,Dplus KIA,0.7285714285714285,0.6065573770491803,1
334,ESPORTSTMNT02_3216293,Summer,Dplus KIA,T1,0.5967741935483871,0.7323943661971831,0
335,ESPORTSTMNT02_3214964,Summer,OKSavingsBank BRION,DRX,0.23529411764705882,0.2786885245901639,1
336,ESPORTSTMNT02_3214984,Summer,DRX,OKSavingsBank BRION,0.27419354838709675,0.2777777777777778,1
337,ESPORTSTMNT02_3216537,Summer,OKSavingsBank BRION,DRX,0.2631578947368421,0.2857142857142857,1
338,ESPORTSTMNT02_3217044,Summer,Kwangdong Freecs,Liiv SANDBOX,0.3898305084745763,0.45588235294117646,1
339,ESPORTSTMNT02_3217077,Summer,Liiv SANDBOX,Kwangdong Freecs,0.4492753623188406,0.4,0
340,ESPORTSTMNT02_3217234,Summer,Gen.G,Hanwha Life Esports,0.7105263157894737,0.527027027027027,1
341,ESPORTSTMNT02_3216741,Summer,Hanwha Life Esports,Gen.G,0.52,0.7142857142857143,0
342,ESPORTSTMNT02_3217260,Summer,T1,Nongshim RedForce,0.7361111111111112,0.20689655172413793,0
343,ESPORTSTMNT02_3218220,Summer,T1,Nongshim RedForce,0.726027397260274,0.22033898305084745,1
344,ESPORTSTMNT02_3216786,Summer,Nongshim RedForce,T1,0.21666666666666667,0.7297297297297297,0
345,ESPORTSTMNT02_3219173,Summer,Dplus KIA,Kwangdong Freecs,0.5873015873015873,0.4098360655737705,1
346,ESPORTSTMNT02_3217733,Summer,Dplus KIA,Kwangdong Freecs,0.59375,0.4032258064516129,1
347,ESPORTSTMNT02_3217738,Summer,DRX,T1,0.28125,0.7333333333333333,1
348,ESPORTSTMNT02_3217759,Summer,T1,DRX,0.7236842105263158,0.2923076923076923,0
349,ESPORTSTMNT02_3219287,Summer,Nongshim RedForce,Hanwha Life Esports,0.21311475409836064,0.5131578947368421,0
350,ESPORTSTMNT02_3219293,Summer,Nongshim RedForce,Hanwha Life Esports,0.20967741935483872,0.5194805194805194,0
351,ESPORTSTMNT02_3217854,Summer,Liiv SANDBOX,Gen.G,0.44285714285714284,0.717948717948718,0
352,ESPORTSTMNT02_3219312,Summer,Liiv SANDBOX,Gen.G,0.43661971830985913,0.7215189873417721,0
353,ESPORTSTMNT02_3217904,Summer,OKSavingsBank BRION,KT Rolster,0.3,0.6666666666666666,0
354,ESPORTSTMNT02_3218856,Summer,OKSavingsBank BRION,KT Rolster,0.2857142857142857,0.6708860759493671,0
355,ESPORTSTMNT02_3217922,Summer,Dplus KIA,DRX,0.6,0.30303030303030304,1
356,ESPORTSTMNT02_3217939,Summer,DRX,Dplus KIA,0.29850746268656714,0.6060606060606061,0
357,ESPORTSTMNT02_3217961,Summer,T1,Gen.G,0.7142857142857143,0.725,0
358,ESPORTSTMNT02_3217972,Summer,Gen.G,T1,0.7283950617283951,0.7051282051282052,1
359,ESPORTSTMNT02_3217976,Summer,Nongshim RedForce,Liiv SANDBOX,0.20634920634920634,0.4305555555555556,1
360,ESPORTSTMNT02_3219429,Summer,Liiv SANDBOX,Nongshim RedForce,0.4246575342465753,0.21875,0
361,ESPORTSTMNT02_3218962,Summer,KT Rolster,OKSavingsBank BRION,0.675,0.2727272727272727,1
362,ESPORTSTMNT02_3218971,Summer,OKSavingsBank BRION,KT Rolster,0.2608695652173913,0.6790123456790124,0
363,ESPORTSTMNT02_3219458,Summer,Kwangdong Freecs,Hanwha Life Esports,0.3968253968253968,0.5256410256410257,0
364,ESPORTSTMNT02_3220043,Summer,Kwangdong Freecs,Hanwha Life Esports,0.390625,0.5316455696202531,0
365,ESPORTSTMNT02_3221133,Summer,Liiv SANDBOX,Dplus KIA,0.4189189189189189,0.6119402985074627,0
366,ESPORTSTMNT02_3219628,Summer,Dplus KIA,Liiv SANDBOX,0.6176470588235294,0.41333333333333333,1
367,ESPORTSTMNT02_3219631,Summer,Gen.G,Nongshim RedForce,0.7317073170731707,0.23076923076923078,1
368,ESPORTSTMNT02_3221167,Summer,Nongshim RedForce,Gen.G,0.22727272727272727,0.7349397590361446,0
369,ESPORTSTMNT02_3219719,Summer,Hanwha Life Esports,KT Rolster,0.5375,0.6829268292682927,0
370,ESPORTSTMNT02_3219737,Summer,Hanwha Life Esports,KT Rolster,0.5308641975308642,0.6867469879518072,1
371,ESPORTSTMNT02_3219742,Summer,KT Rolster,Hanwha Life Esports,0.6785714285714286,0.5365853658536586,1
372,ESPORTSTMNT02_3219750,Summer,OKSavingsBank BRION,Kwangdong Freecs,0.25,0.38461538461538464,1
373,ESPORTSTMNT02_3219771,Summer,Kwangdong Freecs,OKSavingsBank BRION,0.3787878787878788,0.28,1
374,ESPORTSTMNT02_3221300,Summer,OKSavingsBank BRION,Kwangdong Freecs,0.2692307692307692,0.3880597014925373,1
375,ESPORTSTMNT02_3220410,Summer,T1,Nongshim RedForce,0.6962025316455697,0.22388059701492538,1
376,ESPORTSTMNT02_3219847,Summer,T1,Nongshim RedForce,0.7,0.22058823529411764,1
377,ESPORTSTMNT02_3220426,Summer,DRX,Gen.G,0.29411764705882354,0.7380952380952381,0
378,ESPORTSTMNT02_3220450,Summer,DRX,Gen.G,0.2898550724637681,0.7411764705882353,0
379,ESPORTSTMNT02_3220488,Summer,Kwangdong Freecs,Liiv SANDBOX,0.38235294117647056,0.40789473684210525,0
380,ESPORTSTMNT02_3219915,Summer,Kwangdong Freecs,Liiv SANDBOX,0.37681159420289856,0.4155844155844156,0
381,ESPORTSTMNT02_3219921,Summer,Hanwha Life Esports,OKSavingsBank BRION,0.5301204819277109,0.2962962962962963,0
382,ESPORTSTMNT02_3219940,Summer,Hanwha Life Esports,OKSavingsBank BRION,0.5238095238095238,0.32142857142857145,1
383,ESPORTSTMNT02_3220527,Summer,OKSavingsBank BRION,Hanwha Life Esports,0.3103448275862069,0.5294117647058824,0
384,ESPORTSTMNT02_3221546,Summer,Dplus KIA,T1,0.6231884057971014,0.7037037037037037,1
385,ESPORTSTMNT02_3222016,Summer,T1,Dplus KIA,0.6951219512195121,0.6285714285714286,0
386,ESPORTSTMNT02_3220608,Summer,KT Rolster,DRX,0.6823529411764706,0.2857142857142857,1
387,ESPORTSTMNT02_3221581,Summer,DRX,KT Rolster,0.28169014084507044,0.686046511627907,1
388,ESPORTSTMNT02_3221591,Summer,KT Rolster,DRX,0.6781609195402298,0.2916666666666667,1
389,ESPORTSTMNT02_3221775,Summer,Dplus KIA,KT Rolster,0.6338028169014085,0.6818181818181818,0
390,ESPORTSTMNT02_3222220,Summer,Dplus KIA,KT Rolster,0.625,0.6853932584269663,0
391,ESPORTSTMNT02_3220839,Summer,Liiv SANDBOX,Hanwha Life Esports,0.4230769230769231,0.5348837209302325,0
392,ESPORTSTMNT02_3220856,Summer,Liiv SANDBOX,Hanwha Life Esports,0.4177215189873418,0.5402298850574713,0
393,ESPORTSTMNT02_3221852,Summer,Kwangdong Freecs,Gen.G,0.37142857142857144,0.7441860465116279,0
394,ESPORTSTMNT02_3220910,Summer,Gen.G,Kwangdong Freecs,0.7471264367816092,0.36619718309859156,1
395,ESPORTSTMNT02_3221863,Summer,DRX,Nongshim RedForce,0.2876712328767123,0.21739130434782608,0
396,ESPORTSTMNT02_3222295,Summer,DRX,Nongshim RedForce,0.28378378378378377,0.22857142857142856,1
397,ESPORTSTMNT02_3222301,Summer,Nongshim RedForce,DRX,0.22535211267605634,0.29333333333333333,1
398,ESPORTSTMNT02_3221896,Summer,OKSavingsBank BRION,Dplus KIA,0.3,0.6164383561643836,1
399,ESPORTSTMNT02_3220950,Summer,Dplus KIA,OKSavingsBank BRION,0.6081081081081081,0.3225806451612903,1
400,ESPORTSTMNT02_3222337,Summer,OKSavingsBank BRION,Dplus KIA,0.3125,0.6133333333333333,0
401,ESPORTSTMNT02_3220958,Summer,Hanwha Life Esports,T1,0.5454545454545454,0.6867469879518072,1
402,ESPORTSTMNT02_3221926,Summer,T1,Hanwha Life Esports,0.6785714285714286,0.550561797752809,0
403,ESPORTSTMNT02_3220999,Summer,Gen.G,KT Rolster,0.75,0.6888888888888889,0
404,ESPORTSTMNT02_3221956,Summer,Gen.G,KT Rolster,0.7415730337078652,0.6923076923076923,0
405,ESPORTSTMNT02_3221958,Summer,Nongshim RedForce,Kwangdong Freecs,0.2361111111111111,0.3611111111111111,1
406,ESPORTSTMNT02_3222394,Summer,Kwangdong Freecs,Nongshim RedForce,0.3561643835616438,0.2465753424657534,1
407,ESPORTSTMNT02_3221974,Summer,Nongshim RedForce,Kwangdong Freecs,0.24324324324324326,0.36486486486486486,1
408,ESPORTSTMNT02_3224004,Summer,T1,OKSavingsBank BRION,0.6705882352941176,0.30303030303030304,0
409,ESPORTSTMNT02_3223058,Summer,T1,OKSavingsBank BRION,0.6627906976744186,0.3235294117647059,1
410,ESPORTSTMNT02_3222438,Summer,OKSavingsBank BRION,T1,0.3142857142857143,0.6666666666666666,1
411,ESPORTSTMNT02_3223070,Summer,Liiv SANDBOX,DRX,0.4125,0.2894736842105263,1
412,ESPORTSTMNT02_3223073,Summer,DRX,Liiv SANDBOX,0.2857142857142857,0.41975308641975306,0
413,ESPORTSTMNT06_2823450,Summer,Gen.G,Liiv SANDBOX,0.7333333333333333,0.4268292682926829,1
414,ESPORTSTMNT06_2821430,Summer,Liiv SANDBOX,Gen.G,0.42168674698795183,0.7362637362637363,0
415,ESPORTSTMNT06_2823458,Summer,Kwangdong Freecs,KT Rolster,0.36,0.6956521739130435,0
416,ESPORTSTMNT06_2823467,Summer,Kwangdong Freecs,KT Rolster,0.35526315789473684,0.6989247311827957,0
417,ESPORTSTMNT03_3197780,Summer,T1,DRX,0.6590909090909091,0.28205128205128205,1
418,ESPORTSTMNT03_3195856,Summer,T1,DRX,0.6629213483146067,0.27848101265822783,0
419,ESPORTSTMNT03_3196827,Summer,T1,DRX,0.6555555555555556,0.2875,0
420,ESPORTSTMNT03_3195868,Summer,Hanwha Life Esports,Nongshim RedForce,0.5555555555555556,0.25333333333333335,1
421,ESPORTSTMNT03_3197839,Summer,Nongshim RedForce,Hanwha Life Esports,0.25,0.5604395604395604,0
422,ESPORTSTMNT03_3195975,Summer,Dplus KIA,Kwangdong Freecs,0.618421052631579,0.35064935064935066,1
423,ESPORTSTMNT03_3196972,Summer,Dplus KIA,Kwangdong Freecs,0.6233766233766234,0.34615384615384615,1
424,ESPORTSTMNT03_3198004,Summer,OKSavingsBank BRION,Liiv SANDBOX,0.3333333333333333,0.4166666666666667,0
425,ESPORTSTMNT03_3196998,Summer,OKSavingsBank BRION,Liiv SANDBOX,0.32432432432432434,0.4235294117647059,0
426,ESPORTSTMNT03_3199067,Summer,KT Rolster,T1,0.7021276595744681,0.6483516483516484,1
427,ESPORTSTMNT03_3199084,Summer,T1,KT Rolster,0.6413043478260869,0.7052631578947368,0
428,ESPORTSTMNT03_3200068,Summer,DRX,Hanwha Life Esports,0.2962962962962963,0.5652173913043478,0
429,ESPORTSTMNT03_3199115,Summer,DRX,Hanwha Life Esports,0.2926829268292683,0.5698924731182796,0
430,ESPORTSTMNT03_3200187,Summer,Nongshim RedForce,OKSavingsBank BRION,0.24675324675324675,0.3157894736842105,0
431,ESPORTSTMNT03_3199206,Summer,Nongshim RedForce,OKSavingsBank BRION,0.24358974358974358,0.3333333333333333,1
432,ESPORTSTMNT03_3199211,Summer,OKSavingsBank BRION,Nongshim RedForce,0.325,0.25316455696202533,0
433,ESPORTSTMNT03_3198239,Summer,Gen.G,Dplus KIA,0.7391304347826086,0.6282051282051282,1
434,ESPORTSTMNT03_3199251,Summer,Dplus KIA,Gen.G,0.620253164556962,0.7419354838709677,0
435,ESPORTSTMNT01_3404937,Summer,T1,Kwangdong Freecs,0.6344086021505376,0.34177215189873417,1
436,ESPORTSTMNT01_3404962,Summer,T1,Kwangdong Freecs,0.6382978723404256,0.3375,1
437,ESPORTSTMNT01_3405926,Summer,Nongshim RedForce,Dplus KIA,0.2625,0.6125,0
438,ESPORTSTMNT01_3405949,Summer,Dplus KIA,Nongshim RedForce,0.6172839506172839,0.25925925925925924,1
439,ESPORTSTMNT01_3408162,Summer,DRX,OKSavingsBank BRION,0.2891566265060241,0.3170731707317073,1
440,ESPORTSTMNT01_3408177,Summer,OKSavingsBank BRION,DRX,0.30952380952380953,0.2976190476190476,0
441,ESPORTSTMNT01_3407230,Summer,Hanwha Life Esports,Gen.G,0.574468085106383,0.7446808510638298,0
442,ESPORTSTMNT01_3408206,Summer,Hanwha Life Esports,Gen.G,0.5684210526315789,0.7473684210526316,0
443,ESPORTSTMNT01_3407478,Summer,T1,Liiv SANDBOX,0.6421052631578947,0.43023255813953487,1
444,ESPORTSTMNT01_3408461,Summer,Liiv SANDBOX,T1,0.42528735632183906,0.6458333333333334,0
445,ESPORTSTMNT01_3407530,Summer,T1,Liiv SANDBOX,0.6494845360824743,0.42045454545454547,1
446,ESPORTSTMNT01_3409439,Summer,Nongshim RedForce,KT Rolster,0.25609756097560976,0.7083333333333334,1
447,ESPORTSTMNT01_3408510,Summer,KT Rolster,Nongshim RedForce,0.7010309278350515,0.26506024096385544,1
448,ESPORTSTMNT01_3408529,Summer,Nongshim RedForce,KT Rolster,0.2619047619047619,0.7040816326530612,0
449,ESPORTSTMNT01_3409605,Summer,Dplus KIA,Hanwha Life Esports,0.6219512195121951,0.5625,0
450,ESPORTSTMNT01_3408676,Summer,Dplus KIA,Hanwha Life Esports,0.6144578313253012,0.5670103092783505,0
451,ESPORTSTMNT01_3409629,Summer,OKSavingsBank BRION,Gen.G,0.3023255813953488,0.75,1
452,ESPORTSTMNT01_3407785,Summer,Gen.G,OKSavingsBank BRION,0.7422680412371134,0.3181818181818182,0
453,ESPORTSTMNT01_3409937,Summer,DRX,Kwangdong Freecs,0.3058823529411765,0.3333333333333333,1
454,ESPORTSTMNT01_3409963,Summer,Kwangdong Freecs,DRX,0.32926829268292684,0.313953488372093,0
455,ESPORTSTMNT01_3411014,Summer,KT Rolster,Liiv SANDBOX,0.7070707070707071,0.4157303370786517,1
456,ESPORTSTMNT01_3410111,Summer,Liiv SANDBOX,KT Rolster,0.4111111111111111,0.71,0
457,ESPORTSTMNT01_3410511,Summer,Hanwha Life Esports,DRX,0.5714285714285714,0.3218390804597701,1
458,ESPORTSTMNT01_3411490,Summer,DRX,Hanwha Life Esports,0.3181818181818182,0.5757575757575758,0
459,ESPORTSTMNT01_3412431,Summer,DRX,Hanwha Life Esports,0.3146067415730337,0.58,0
460,ESPORTSTMNT01_3410713,Summer,Dplus KIA,T1,0.6071428571428571,0.6530612244897959,0
461,ESPORTSTMNT01_3410723,Summer,Dplus KIA,T1,0.6,0.6565656565656566,1
462,ESPORTSTMNT01_3410725,Summer,T1,Dplus KIA,0.65,0.6046511627906976,1
463,ESPORTSTMNT01_3411711,Summer,Dplus KIA,T1,0.5977011494252874,0.6534653465346535,0
464,ESPORTSTMNT01_3412825,Summer,KT Rolster,T1,0.7128712871287128,0.6568627450980392,1
465,ESPORTSTMNT01_3412846,Summer,T1,KT Rolster,0.6504854368932039,0.7156862745098039,1
466,ESPORTSTMNT01_3412852,Summer,KT Rolster,T1,0.7087378640776699,0.6538461538461539,0
467,ESPORTSTMNT01_3410923,Summer,KT Rolster,T1,0.7019230769230769,0.6571428571428571,1
468,ESPORTSTMNT01_3410933,Summer,T1,KT Rolster,0.6509433962264151,0.7047619047619048,1
469,ESPORTSTMNT01_3412987,Summer,Gen.G,Hanwha Life Esports,0.7346938775510204,0.5841584158415841,1
470,ESPORTSTMNT01_3415015,Summer,Gen.G,Hanwha Life Esports,0.7373737373737373,0.5784313725490197,1
471,ESPORTSTMNT01_3415025,Summer,Hanwha Life Esports,Gen.G,0.5728155339805825,0.74,0
472,ESPORTSTMNT01_3415148,Summer,Gen.G,T1,0.7425742574257426,0.6542056074766355,1
473,ESPORTSTMNT01_3415168,Summer,T1,Gen.G,0.6481481481481481,0.7450980392156863,1
474,ESPORTSTMNT01_3413257,Summer,Gen.G,T1,0.7378640776699029,0.6513761467889908,0
475,ESPORTSTMNT01_3413260,Summer,Gen.G,T1,0.7307692307692307,0.6545454545454545,1
476,ESPORTSTMNT01_3415182,Summer,T1,Gen.G,0.6486486486486487,0.7333333333333333,0
477,ESPORTSTMNT01_3415276,Summer,KT Rolster,Hanwha Life Esports,0.6981132075471698,0.5673076923076923,1
478,ESPORTSTMNT01_3413370,Summer,Hanwha Life Esports,KT Rolster,0.5619047619047619,0.7009345794392523,0
479,ESPORTSTMNT01_3415307,Summer,Hanwha Life Esports,KT Rolster,0.5566037735849056,0.7037037037037037,0
480,ESPORTSTMNT01_3416038,Summer,T1,KT Rolster,0.6428571428571429,0.7064220183486238,1
481,ESPORTSTMNT01_3416073,Summer,KT Rolster,T1,0.7,0.6460176991150443,0
482,ESPORTSTMNT01_3416074,Summer,KT Rolster,T1,0.6936936936936937,0.6491228070175439,1
483,ESPORTSTMNT01_3416088,Summer,T1,KT Rolster,0.6434782608695652,0.6964285714285714,0
484,ESPORTSTMNT01_3415991,Summer,T1,KT Rolster,0.6379310344827587,0.6991150442477876,1
485,ESPORTSTMNT01_3418098,Summer,Gen.G,T1,0.7358490566037735,0.6410256410256411,1
486,ESPORTSTMNT01_3417138,Summer,T1,Gen.G,0.635593220338983,0.7383177570093458,0
487,ESPORTSTMNT01_3417141,Summer,Gen.G,T1,0.7407407407407407,0.6302521008403361,1
