,match_id,gameid,game,blue_team,red_team,result,BRION,GEN,KDF,DK,HLE,KT,DRX,LSB,T1,NS
140,141,ESPORTSTMNT02_3164479,game_2,LSB,NS,LSB,0.39,0.69,0.33,0.67,0.57,0.55,0.23,0.55,0.77,0.19
141,142,ESPORTSTMNT02_3163529,game_3,NS,LSB,LSB,0.39,0.69,0.33,0.67,0.57,0.55,0.23,0.56,0.77,0.18
142,143,ESPORTSTMNT02_3165696,game_1,BRION,DRX,BRION,0.41,0.69,0.33,0.67,0.57,0.55,0.22,0.56,0.77,0.18
143,144,ESPORTSTMNT02_3164832,game_2,DRX,BRION,DRX,0.4,0.69,0.33,0.67,0.57,0.55,0.25,0.56,0.77,0.18
144,145,ESPORTSTMNT02_3163849,game_3,BRION,DRX,DRX,0.39,0.69,0.33,0.67,0.57,0.55,0.28,0.56,0.77,0.18
145,146,ESPORTSTMNT02_3163865,game_1,HLE,KDF,HLE,0.39,0.69,0.32,0.67,0.59,0.55,0.28,0.56,0.77,0.18
146,147,ESPORTSTMNT02_3164896,game_2,KDF,HLE,HLE,0.39,0.69,0.31,0.67,0.6,0.55,0.28,0.56,0.77,0.18
147,148,ESPORTSTMNT03_3111569,game_1,KDF,T1,T1,0.39,0.69,0.3,0.67,0.6,0.55,0.28,0.56,0.77,0.18
148,149,ESPORTSTMNT03_3113604,game_2,KDF,T1,T1,0.39,0.69,0.29,0.67,0.6,0.55,0.28,0.56,0.78,0.18
149,150,ESPORTSTMNT03_3111606,game_1,DRX,DK,DK,0.39,0.69,0.29,0.68,0.6,0.55,0.27,0.56,0.78,0.18
150,151,ESPORTSTMNT03_3111641,game_2,DK,DRX,DK,0.39,0.69,0.29,0.69,0.6,0.55,0.26,0.56,0.78,0.18
151,152,ESPORTSTMNT03_3112838,game_1,KT,GEN,KT,0.39,0.67,0.29,0.69,0.6,0.57,0.26,0.56,0.78,0.18
152,153,ESPORTSTMNT03_3111908,game_2,GEN,KT,GEN,0.39,0.68,0.29,0.69,0.6,0.55,0.26,0.56,0.78,0.18
153,154,ESPORTSTMNT03_3113903,game_3,GEN,KT,KT,0.39,0.66,0.29,0.69,0.6,0.56,0.26,0.56,0.78,0.18
154,155,ESPORTSTMNT03_3113908,game_1,HLE,NS,HLE,0.39,0.66,0.29,0.69,0.61,0.56,0.26,0.56,0.78,0.17
155,156,ESPORTSTMNT03_3112906,game_2,NS,HLE,HLE,0.39,0.66,0.29,0.69,0.62,0.56,0.26,0.56,0.78,0.17
156,157,ESPORTSTMNT03_3115239,game_1,LSB,KDF,LSB,0.39,0.66,0.28,0.69,0.62,0.56,0.26,0.58,0.78,0.17
157,158,ESPORTSTMNT03_3116248,game_2,KDF,LSB,KDF,0.39,0.66,0.3,0.69,0.62,0.56,0.26,0.56,0.78,0.17
158,159,ESPORTSTMNT03_3116266,game_3,LSB,KDF,KDF,0.39,0.66,0.32,0.69,0.62,0.56,0.26,0.54,0.78,0.17
159,160,ESPORTSTMNT03_3116279,game_1,BRION,T1,T1,0.38,0.66,0.32,0.69,0.62,0.56,0.26,0.54,0.79,0.17
160,161,ESPORTSTMNT03_3115330,game_2,T1,BRION,T1,0.36,0.66,0.32,0.69,0.62,0.56,0.26,0.54,0.79,0.17
161,162,ESPORTSTMNT03_3115657,game_1,HLE,DK,DK,0.36,0.66,0.32,0.7,0.61,0.56,0.26,0.54,0.79,0.17
162,163,ESPORTSTMNT03_3116666,game_2,HLE,DK,DK,0.36,0.66,0.32,0.71,0.59,0.56,0.26,0.54,0.79,0.17
163,164,ESPORTSTMNT03_3116676,game_1,NS,DRX,DRX,0.36,0.66,0.32,0.71,0.59,0.56,0.28,0.54,0.79,0.16
164,165,ESPORTSTMNT03_3114711,game_2,NS,DRX,NS,0.36,0.66,0.32,0.71,0.59,0.56,0.27,0.54,0.79,0.19
165,166,ESPORTSTMNT03_3116711,game_3,DRX,NS,DRX,0.36,0.66,0.32,0.71,0.59,0.56,0.29,0.54,0.79,0.18
166,167,ESPORTSTMNT03_3117109,game_1,LSB,KT,KT,0.36,0.66,0.32,0.71,0.59,0.58,0.29,0.53,0.79,0.18
167,168,ESPORTSTMNT03_3119106,game_2,LSB,KT,KT,0.36,0.66,0.32,0.71,0.59,0.59,0.29,0.51,0.79,0.18
168,169,ESPORTSTMNT03_3117150,game_1,BRION,GEN,GEN,0.35,0.67,0.32,0.71,0.59,0.59,0.29,0.51,0.79,0.18
169,170,ESPORTSTMNT03_3117167,game_2,GEN,BRION,GEN,0.34,0.68,0.32,0.71,0.59,0.59,0.29,0.51,0.79,0.18
170,171,ESPORTSTMNT03_3121502,game_1,KDF,NS,KDF,0.34,0.68,0.34,0.71,0.59,0.59,0.29,0.51,0.79,0.18
171,172,ESPORTSTMNT03_3122530,game_2,NS,KDF,NS,0.34,0.68,0.33,0.71,0.59,0.59,0.29,0.51,0.79,0.2
172,173,ESPORTSTMNT03_3122536,game_3,KDF,NS,KDF,0.34,0.68,0.35,0.71,0.59,0.59,0.29,0.51,0.79,0.19
173,174,ESPORTSTMNT03_3120564,game_1,KT,HLE,KT,0.34,0.68,0.35,0.71,0.57,0.6,0.29,0.51,0.79,0.19
174,175,ESPORTSTMNT03_3122584,game_2,HLE,KT,HLE,0.34,0.68,0.35,0.71,0.58,0.58,0.29,0.51,0.79,0.19
175,176,ESPORTSTMNT03_3120628,game_3,KT,HLE,KT,0.34,0.68,0.35,0.71,0.57,0.59,0.29,0.51,0.79,0.19
176,177,ESPORTSTMNT03_3123048,game_1,GEN,LSB,GEN,0.34,0.69,0.35,0.71,0.57,0.59,0.29,0.5,0.79,0.19
177,178,ESPORTSTMNT03_3123081,game_2,LSB,GEN,GEN,0.34,0.69,0.35,0.71,0.57,0.59,0.29,0.49,0.79,0.19
178,179,ESPORTSTMNT03_3124078,game_1,T1,DRX,T1,0.34,0.69,0.35,0.71,0.57,0.59,0.29,0.49,0.8,0.19
179,180,ESPORTSTMNT03_3125134,game_2,DRX,T1,T1,0.34,0.69,0.35,0.71,0.57,0.59,0.28,0.49,0.81,0.19
180,181,ESPORTSTMNT03_3124535,game_1,DK,NS,DK,0.34,0.69,0.35,0.72,0.57,0.59,0.28,0.49,0.81,0.19
181,182,ESPORTSTMNT03_3125587,game_2,NS,DK,DK,0.34,0.69,0.35,0.73,0.57,0.59,0.28,0.49,0.81,0.18
182,183,ESPORTSTMNT03_3125600,game_1,BRION,KT,KT,0.33,0.69,0.35,0.73,0.57,0.61,0.28,0.49,0.81,0.18
183,184,ESPORTSTMNT03_3123651,game_2,BRION,KT,KT,0.32,0.69,0.35,0.73,0.57,0.62,0.28,0.49,0.81,0.18
184,185,ESPORTSTMNT03_3127022,game_1,LSB,DRX,DRX,0.32,0.69,0.35,0.73,0.57,0.62,0.3,0.47,0.81,0.18
185,186,ESPORTSTMNT03_3126034,game_2,DRX,LSB,LSB,0.32,0.69,0.35,0.73,0.57,0.62,0.29,0.49,0.81,0.18
186,187,ESPORTSTMNT03_3128016,game_3,DRX,LSB,LSB,0.32,0.69,0.35,0.73,0.57,0.62,0.28,0.5,0.81,0.18
187,188,ESPORTSTMNT03_3128023,game_1,T1,HLE,HLE,0.32,0.69,0.35,0.73,0.58,0.62,0.28,0.5,0.78,0.18
188,189,ESPORTSTMNT03_3126091,game_2,T1,HLE,T1,0.32,0.69,0.35,0.73,0.56,0.62,0.28,0.5,0.79,0.18
189,190,ESPORTSTMNT03_3128073,game_3,T1,HLE,T1,0.32,0.69,0.35,0.73,0.55,0.62,0.28,0.5,0.79,0.18
190,191,ESPORTSTMNT03_3127306,game_1,DK,BRION,BRION,0.34,0.69,0.35,0.71,0.55,0.62,0.28,0.5,0.79,0.18
191,192,ESPORTSTMNT03_3128324,game_2,DK,BRION,DK,0.33,0.69,0.35,0.71,0.55,0.62,0.28,0.5,0.79,0.18
192,193,ESPORTSTMNT03_3127325,game_3,BRION,DK,DK,0.33,0.69,0.35,0.72,0.55,0.62,0.28,0.5,0.79,0.18
193,194,ESPORTSTMNT03_3128333,game_1,GEN,KDF,GEN,0.33,0.7,0.34,0.72,0.55,0.62,0.28,0.5,0.79,0.18
194,195,ESPORTSTMNT03_3127378,game_2,KDF,GEN,KDF,0.33,0.68,0.36,0.72,0.55,0.62,0.28,0.5,0.79,0.18
195,196,ESPORTSTMNT03_3127386,game_3,GEN,KDF,KDF,0.33,0.67,0.38,0.72,0.55,0.62,0.28,0.5,0.79,0.18
196,197,ESPORTSTMNT01_3325029,game_1,KDF,DRX,KDF,0.33,0.67,0.39,0.72,0.55,0.62,0.28,0.5,0.79,0.18
197,198,ESPORTSTMNT01_3326046,game_2,KDF,DRX,DRX,0.33,0.67,0.38,0.72,0.55,0.62,0.29,0.5,0.79,0.18
198,199,ESPORTSTMNT01_3325049,game_3,KDF,DRX,KDF,0.33,0.67,0.4,0.72,0.55,0.62,0.29,0.5,0.79,0.18
199,200,ESPORTSTMNT01_3325060,game_1,LSB,BRION,LSB,0.32,0.67,0.4,0.72,0.55,0.62,0.29,0.51,0.79,0.18
200,201,ESPORTSTMNT01_3326099,game_2,BRION,LSB,LSB,0.31,0.67,0.4,0.72,0.55,0.62,0.29,0.52,0.79,0.18
201,202,ESPORTSTMNT01_3324334,game_1,DK,T1,T1,0.31,0.67,0.4,0.7,0.55,0.62,0.29,0.52,0.8,0.18
202,203,ESPORTSTMNT01_3325316,game_2,DK,T1,T1,0.31,0.67,0.4,0.68,0.55,0.62,0.29,0.52,0.8,0.18
203,204,ESPORTSTMNT01_3324352,game_1,HLE,GEN,GEN,0.31,0.68,0.4,0.68,0.54,0.62,0.29,0.52,0.8,0.18
204,205,ESPORTSTMNT01_3325340,game_2,HLE,GEN,GEN,0.31,0.68,0.4,0.68,0.52,0.62,0.29,0.52,0.8,0.18
205,206,ESPORTSTMNT01_3324628,game_1,KDF,KT,KT,0.31,0.68,0.39,0.68,0.52,0.62,0.29,0.52,0.8,0.18
206,207,ESPORTSTMNT01_3324646,game_2,KDF,KT,KT,0.31,0.68,0.38,0.68,0.52,0.63,0.29,0.52,0.8,0.18
207,208,ESPORTSTMNT01_3324649,game_1,BRION,NS,NS,0.3,0.68,0.38,0.68,0.52,0.63,0.29,0.52,0.8,0.21
208,209,ESPORTSTMNT01_3325624,game_2,BRION,NS,NS,0.3,0.68,0.38,0.68,0.52,0.63,0.29,0.52,0.8,0.23
209,210,ESPORTSTMNT01_3325832,game_1,HLE,LSB,HLE,0.3,0.68,0.38,0.68,0.53,0.63,0.29,0.51,0.8,0.23
210,211,ESPORTSTMNT01_3325855,game_2,LSB,HLE,LSB,0.3,0.68,0.38,0.68,0.52,0.63,0.29,0.52,0.8,0.23
211,212,ESPORTSTMNT01_3325862,game_3,HLE,LSB,HLE,0.3,0.68,0.38,0.68,0.53,0.63,0.29,0.51,0.8,0.23
212,213,ESPORTSTMNT01_3324928,game_1,GEN,DK,GEN,0.3,0.69,0.38,0.67,0.53,0.63,0.29,0.51,0.8,0.23
213,214,ESPORTSTMNT01_3326924,game_2,GEN,DK,GEN,0.3,0.7,0.38,0.65,0.53,0.63,0.29,0.51,0.8,0.23
214,215,ESPORTSTMNT01_3327201,game_1,T1,NS,T1,0.3,0.7,0.38,0.65,0.53,0.63,0.29,0.51,0.81,0.22
215,216,ESPORTSTMNT01_3328186,game_2,NS,T1,T1,0.3,0.7,0.38,0.65,0.53,0.63,0.29,0.51,0.81,0.21
216,217,ESPORTSTMNT01_3328190,game_1,KT,DRX,KT,0.3,0.7,0.38,0.65,0.53,0.64,0.28,0.51,0.81,0.21
217,218,ESPORTSTMNT01_3328205,game_2,KT,DRX,KT,0.3,0.7,0.38,0.65,0.53,0.65,0.27,0.51,0.81,0.21
218,219,ESPORTSTMNT01_3330071,game_1,LSB,KT,KT,0.3,0.7,0.38,0.65,0.53,0.66,0.27,0.5,0.81,0.21
219,220,ESPORTSTMNT01_3331073,game_2,LSB,KT,LSB,0.3,0.7,0.38,0.65,0.53,0.64,0.27,0.51,0.81,0.21
220,221,ESPORTSTMNT01_3331076,game_3,KT,LSB,KT,0.3,0.7,0.38,0.65,0.53,0.65,0.27,0.5,0.81,0.21
221,222,ESPORTSTMNT01_3332065,game_4,LSB,KT,KT,0.3,0.7,0.38,0.65,0.53,0.66,0.27,0.49,0.81,0.21
222,223,ESPORTSTMNT01_3332285,game_1,DK,HLE,HLE,0.3,0.7,0.38,0.63,0.54,0.66,0.27,0.49,0.81,0.21
223,224,ESPORTSTMNT01_3331293,game_2,DK,HLE,DK,0.3,0.7,0.38,0.64,0.53,0.66,0.27,0.49,0.81,0.21
224,225,ESPORTSTMNT01_3332318,game_3,HLE,DK,HLE,0.3,0.7,0.38,0.63,0.54,0.66,0.27,0.49,0.81,0.21
225,226,ESPORTSTMNT01_3331318,game_4,DK,HLE,HLE,0.3,0.7,0.38,0.61,0.55,0.66,0.27,0.49,0.81,0.21
226,227,ESPORTSTMNT01_3332801,game_1,T1,KT,T1,0.3,0.7,0.38,0.61,0.55,0.65,0.27,0.49,0.82,0.21
227,228,ESPORTSTMNT01_3331791,game_2,KT,T1,KT,0.3,0.7,0.38,0.61,0.55,0.65,0.27,0.49,0.8,0.21
228,229,ESPORTSTMNT01_3331800,game_3,T1,KT,T1,0.3,0.7,0.38,0.61,0.55,0.64,0.27,0.49,0.8,0.21
229,230,ESPORTSTMNT01_3330869,game_4,KT,T1,KT,0.3,0.7,0.38,0.61,0.55,0.65,0.27,0.49,0.79,0.21
230,231,ESPORTSTMNT01_3331817,game_5,T1,KT,T1,0.3,0.7,0.38,0.61,0.55,0.63,0.27,0.49,0.79,0.21
231,232,ESPORTSTMNT01_3334067,game_1,GEN,HLE,GEN,0.3,0.7,0.38,0.61,0.54,0.63,0.27,0.49,0.79,0.21
232,233,ESPORTSTMNT01_3333121,game_2,HLE,GEN,GEN,0.3,0.71,0.38,0.61,0.53,0.63,0.27,0.49,0.79,0.21
233,234,ESPORTSTMNT01_3335064,game_3,HLE,GEN,HLE,0.3,0.7,0.38,0.61,0.54,0.63,0.27,0.49,0.79,0.21
234,235,ESPORTSTMNT01_3334092,game_4,GEN,HLE,GEN,0.3,0.7,0.38,0.61,0.53,0.63,0.27,0.49,0.79,0.21
235,236,ESPORTSTMNT01_3336792,game_1,T1,GEN,T1,0.3,0.69,0.38,0.61,0.53,0.63,0.27,0.49,0.8,0.21
236,237,ESPORTSTMNT01_3338726,game_2,GEN,T1,T1,0.3,0.67,0.38,0.61,0.53,0.63,0.27,0.49,0.8,0.21
237,238,ESPORTSTMNT01_3336831,game_3,GEN,T1,GEN,0.3,0.68,0.38,0.61,0.53,0.63,0.27,0.49,0.78,0.21
238,239,ESPORTSTMNT01_3336846,game_4,T1,GEN,T1,0.3,0.67,0.38,0.61,0.53,0.63,0.27,0.49,0.79,0.21
239,240,ESPORTSTMNT01_3337944,game_1,KT,HLE,KT,0.3,0.67,0.38,0.61,0.52,0.64,0.27,0.49,0.79,0.21
240,241,ESPORTSTMNT01_3339077,game_2,HLE,KT,KT,0.3,0.67,0.38,0.61,0.51,0.65,0.27,0.49,0.79,0.21
241,242,ESPORTSTMNT01_3337979,game_3,HLE,KT,HLE,0.3,0.67,0.38,0.61,0.52,0.64,0.27,0.49,0.79,0.21
242,243,ESPORTSTMNT01_3339102,game_4,KT,HLE,KT,0.3,0.67,0.38,0.61,0.51,0.64,0.27,0.49,0.79,0.21
243,244,ESPORTSTMNT01_3340970,game_1,GEN,KT,KT,0.3,0.65,0.38,0.61,0.51,0.65,0.27,0.49,0.79,0.21
244,245,ESPORTSTMNT01_3340987,game_2,GEN,KT,GEN,0.3,0.66,0.38,0.61,0.51,0.64,0.27,0.49,0.79,0.21
245,246,ESPORTSTMNT01_3341983,game_3,KT,GEN,GEN,0.3,0.67,0.38,0.61,0.51,0.63,0.27,0.49,0.79,0.21
246,247,ESPORTSTMNT01_3341999,game_4,KT,GEN,GEN,0.3,0.67,0.38,0.61,0.51,0.62,0.27,0.49,0.79,0.21
247,248,ESPORTSTMNT01_3344120,game_1,T1,GEN,GEN,0.3,0.68,0.38,0.61,0.51,0.62,0.27,0.49,0.77,0.21
248,249,ESPORTSTMNT01_3344136,game_2,T1,GEN,GEN,0.3,0.68,0.38,0.61,0.51,0.62,0.27,0.49,0.76,0.21
249,250,ESPORTSTMNT01_3344140,game_3,T1,GEN,T1,0.3,0.67,0.38,0.61,0.51,0.62,0.27,0.49,0.76,0.21
250,251,ESPORTSTMNT01_3344160,game_4,GEN,T1,GEN,0.3,0.68,0.38,0.61,0.51,0.62,0.27,0.49,0.75,0.21
251,252,ESPORTSTMNT03_3167508,game_1,KT,HLE,KT,0.3,0.68,0.38,0.61,0.5,0.62,0.27,0.49,0.75,0.21
252,253,ESPORTSTMNT03_3165687,game_2,HLE,KT,HLE,0.3,0.68,0.38,0.61,0.51,0.61,0.27,0.49,0.75,0.21
253,254,ESPORTSTMNT03_3166614,game_3,KT,HLE,KT,0.3,0.68,0.38,0.61,0.5,0.62,0.27,0.49,0.75,0.21
254,255,ESPORTSTMNT03_3166620,game_1,DK,LSB,DK,0.3,0.68,0.38,0.62,0.5,0.62,0.27,0.48,0.75,0.21
255,256,ESPORTSTMNT03_3167593,game_2,LSB,DK,DK,0.3,0.68,0.38,0.63,0.5,0.62,0.27,0.47,0.75,0.21
256,257,ESPORTSTMNT03_3167810,game_1,KDF,DRX,KDF,0.3,0.68,0.39,0.63,0.5,0.62,0.27,0.47,0.75,0.21
257,258,ESPORTSTMNT03_3165973,game_2,DRX,KDF,KDF,0.3,0.68,0.4,0.63,0.5,0.62,0.26,0.47,0.75,0.21
258,259,ESPORTSTMNT03_3165974,game_1,BRION,NS,BRION,0.31,0.68,0.4,0.63,0.5,0.62,0.26,0.47,0.75,0.21
259,260,ESPORTSTMNT03_3166917,game_2,NS,BRION,NS,0.3,0.68,0.4,0.63,0.5,0.62,0.26,0.47,0.75,0.23
260,261,ESPORTSTMNT03_3166925,game_3,BRION,NS,NS,0.3,0.68,0.4,0.63,0.5,0.62,0.26,0.47,0.75,0.24
261,262,ESPORTSTMNT03_3169046,game_1,KT,GEN,KT,0.3,0.67,0.4,0.63,0.5,0.62,0.26,0.47,0.75,0.24
262,263,ESPORTSTMNT03_3170021,game_2,GEN,KT,GEN,0.3,0.67,0.4,0.63,0.5,0.62,0.26,0.47,0.75,0.24
263,264,ESPORTSTMNT03_3168164,game_3,KT,GEN,GEN,0.3,0.68,0.4,0.63,0.5,0.61,0.26,0.47,0.75,0.24
264,265,ESPORTSTMNT03_3168168,game_1,HLE,T1,HLE,0.3,0.68,0.4,0.63,0.51,0.61,0.26,0.47,0.74,0.24
265,266,ESPORTSTMNT03_3169092,game_2,T1,HLE,T1,0.3,0.68,0.4,0.63,0.5,0.61,0.26,0.47,0.74,0.24
266,267,ESPORTSTMNT03_3170048,game_3,T1,HLE,T1,0.3,0.68,0.4,0.63,0.49,0.61,0.26,0.47,0.75,0.24
267,268,ESPORTSTMNT03_3169206,game_1,LSB,NS,LSB,0.3,0.68,0.4,0.63,0.49,0.61,0.26,0.48,0.75,0.24
268,269,ESPORTSTMNT03_3168300,game_2,NS,LSB,LSB,0.3,0.68,0.4,0.63,0.49,0.61,0.26,0.49,0.75,0.23
269,270,ESPORTSTMNT03_3170167,game_1,KDF,BRION,KDF,0.29,0.68,0.42,0.63,0.49,0.61,0.26,0.49,0.75,0.23
270,271,ESPORTSTMNT03_3169215,game_2,BRION,KDF,KDF,0.29,0.68,0.43,0.63,0.49,0.61,0.26,0.49,0.75,0.23
271,272,ESPORTSTMNT03_3170239,game_1,DRX,DK,DK,0.29,0.68,0.43,0.64,0.49,0.61,0.26,0.49,0.75,0.23
272,273,ESPORTSTMNT03_3170253,game_2,DRX,DK,DRX,0.29,0.68,0.43,0.62,0.49,0.61,0.27,0.49,0.75,0.23
273,274,ESPORTSTMNT03_3168381,game_3,DK,DRX,DK,0.29,0.68,0.43,0.63,0.49,0.61,0.27,0.49,0.75,0.23
274,275,ESPORTSTMNT03_3170256,game_1,GEN,T1,GEN,0.29,0.68,0.43,0.63,0.49,0.61,0.27,0.49,0.73,0.23
275,276,ESPORTSTMNT03_3169305,game_2,T1,GEN,T1,0.29,0.67,0.43,0.63,0.49,0.61,0.27,0.49,0.74,0.23
276,277,ESPORTSTMNT03_3170267,game_3,GEN,T1,GEN,0.29,0.68,0.43,0.63,0.49,0.61,0.27,0.49,0.73,0.23
277,278,ESPORTSTMNT01_3372029,game_1,HLE,DRX,HLE,0.29,0.68,0.43,0.63,0.5,0.61,0.26,0.49,0.73,0.23
278,279,ESPORTSTMNT01_3373049,game_2,DRX,HLE,HLE,0.29,0.68,0.43,0.63,0.51,0.61,0.25,0.49,0.73,0.23
279,280,ESPORTSTMNT01_3372092,game_1,GEN,KDF,GEN,0.29,0.68,0.42,0.63,0.51,0.61,0.25,0.49,0.73,0.23
280,281,ESPORTSTMNT01_3373110,game_2,KDF,GEN,GEN,0.29,0.69,0.41,0.63,0.51,0.61,0.25,0.49,0.73,0.23
281,282,ESPORTSTMNT01_3374638,game_1,T1,LSB,T1,0.29,0.69,0.41,0.63,0.51,0.61,0.25,0.48,0.73,0.23
282,283,ESPORTSTMNT01_3372716,game_2,LSB,T1,T1,0.29,0.69,0.41,0.63,0.51,0.61,0.25,0.47,0.73,0.23
283,284,ESPORTSTMNT01_3373726,game_1,DK,BRION,DK,0.28,0.69,0.41,0.64,0.51,0.61,0.25,0.47,0.73,0.23
284,285,ESPORTSTMNT01_3372768,game_2,BRION,DK,BRION,0.29,0.69,0.41,0.63,0.51,0.61,0.25,0.47,0.73,0.23
285,286,ESPORTSTMNT01_3374742,game_3,DK,BRION,BRION,0.31,0.69,0.41,0.62,0.51,0.61,0.25,0.47,0.73,0.23
286,287,ESPORTSTMNT01_3376223,game_1,NS,GEN,GEN,0.31,0.69,0.41,0.62,0.51,0.61,0.25,0.47,0.73,0.23
287,288,ESPORTSTMNT01_3376253,game_2,NS,GEN,GEN,0.31,0.7,0.41,0.62,0.51,0.61,0.25,0.47,0.73,0.22
288,289,ESPORTSTMNT01_3375285,game_1,DRX,KT,KT,0.31,0.7,0.41,0.62,0.51,0.61,0.25,0.47,0.73,0.22
289,290,ESPORTSTMNT01_3375321,game_2,DRX,KT,KT,0.31,0.7,0.41,0.62,0.51,0.62,0.25,0.47,0.73,0.22
290,291,ESPORTSTMNT01_3375723,game_1,HLE,KDF,HLE,0.31,0.7,0.4,0.62,0.52,0.62,0.25,0.47,0.73,0.22
291,292,ESPORTSTMNT01_3376707,game_2,KDF,HLE,HLE,0.31,0.7,0.4,0.62,0.52,0.62,0.25,0.47,0.73,0.22
292,293,ESPORTSTMNT01_3378634,game_1,BRION,T1,T1,0.3,0.7,0.4,0.62,0.52,0.62,0.25,0.47,0.74,0.22
293,294,ESPORTSTMNT01_3378674,game_2,BRION,T1,T1,0.3,0.7,0.4,0.62,0.52,0.62,0.25,0.47,0.74,0.22
294,295,ESPORTSTMNT01_3379239,game_1,LSB,KT,KT,0.3,0.7,0.4,0.62,0.52,0.62,0.25,0.47,0.74,0.22
295,296,ESPORTSTMNT01_3380253,game_2,LSB,KT,KT,0.3,0.7,0.4,0.62,0.52,0.63,0.25,0.46,0.74,0.22
296,297,ESPORTSTMNT01_3380258,game_1,DK,NS,DK,0.3,0.7,0.4,0.62,0.52,0.63,0.25,0.46,0.74,0.22
297,298,ESPORTSTMNT01_3381214,game_2,NS,DK,DK,0.3,0.7,0.4,0.63,0.52,0.63,0.25,0.46,0.74,0.22
298,299,ESPORTSTMNT01_3383647,game_1,LSB,BRION,LSB,0.29,0.7,0.4,0.63,0.52,0.63,0.25,0.47,0.74,0.22
299,300,ESPORTSTMNT01_3383672,game_2,LSB,BRION,BRION,0.3,0.7,0.4,0.63,0.52,0.63,0.25,0.46,0.74,0.22
300,301,ESPORTSTMNT01_3382782,game_3,LSB,BRION,LSB,0.3,0.7,0.4,0.63,0.52,0.63,0.25,0.47,0.74,0.22
301,302,ESPORTSTMNT01_3384667,game_1,KDF,T1,T1,0.3,0.7,0.39,0.63,0.52,0.63,0.25,0.47,0.75,0.22
302,303,ESPORTSTMNT01_3384734,game_2,KDF,T1,T1,0.3,0.7,0.38,0.63,0.52,0.63,0.25,0.47,0.75,0.22
303,304,ESPORTSTMNT01_3385158,game_1,GEN,DRX,GEN,0.3,0.7,0.38,0.63,0.52,0.63,0.24,0.47,0.75,0.22
304,305,ESPORTSTMNT01_3385176,game_2,DRX,GEN,GEN,0.3,0.7,0.38,0.63,0.52,0.63,0.24,0.47,0.75,0.22
305,306,ESPORTSTMNT01_3387063,game_1,KT,DK,KT,0.3,0.7,0.38,0.62,0.52,0.63,0.24,0.47,0.75,0.22
306,307,ESPORTSTMNT01_3387101,game_2,DK,KT,KT,0.3,0.7,0.38,0.61,0.52,0.64,0.24,0.47,0.75,0.22
307,308,ESPORTSTMNT01_3385476,game_1,KDF,NS,KDF,0.3,0.7,0.39,0.61,0.52,0.64,0.24,0.47,0.75,0.21
308,309,ESPORTSTMNT01_3385497,game_2,NS,KDF,KDF,0.3,0.7,0.4,0.61,0.52,0.64,0.24,0.47,0.75,0.21
309,310,ESPORTSTMNT01_3387354,game_1,HLE,LSB,HLE,0.3,0.7,0.4,0.61,0.53,0.64,0.24,0.46,0.75,0.21
310,311,ESPORTSTMNT01_3386462,game_2,HLE,LSB,LSB,0.3,0.7,0.4,0.61,0.52,0.64,0.24,0.47,0.75,0.21
311,312,ESPORTSTMNT01_3387396,game_3,HLE,LSB,HLE,0.3,0.7,0.4,0.61,0.53,0.64,0.24,0.46,0.75,0.21
312,313,ESPORTSTMNT01_3387569,game_1,DK,GEN,GEN,0.3,0.71,0.4,0.6,0.53,0.64,0.24,0.46,0.75,0.21
313,314,ESPORTSTMNT01_3385750,game_2,DK,GEN,DK,0.3,0.7,0.4,0.6,0.53,0.64,0.24,0.46,0.75,0.21
314,315,ESPORTSTMNT01_3387594,game_3,GEN,DK,GEN,0.3,0.7,0.4,0.59,0.53,0.64,0.24,0.46,0.75,0.21
315,316,ESPORTSTMNT01_3385759,game_1,T1,KT,KT,0.3,0.7,0.4,0.59,0.53,0.64,0.24,0.46,0.74,0.21
316,317,ESPORTSTMNT01_3386695,game_2,T1,KT,KT,0.3,0.7,0.4,0.59,0.53,0.65,0.24,0.46,0.73,0.21
317,318,ESPORTSTMNT01_3388081,game_1,NS,DRX,NS,0.3,0.7,0.4,0.59,0.53,0.65,0.23,0.46,0.73,0.22
318,319,ESPORTSTMNT01_3386968,game_2,DRX,NS,DRX,0.3,0.7,0.4,0.59,0.53,0.65,0.25,0.46,0.73,0.22
319,320,ESPORTSTMNT01_3388094,game_3,NS,DRX,DRX,0.3,0.7,0.4,0.59,0.53,0.65,0.26,0.46,0.73,0.21
320,321,ESPORTSTMNT01_3388098,game_1,BRION,HLE,HLE,0.29,0.7,0.4,0.59,0.54,0.65,0.26,0.46,0.73,0.21
321,322,ESPORTSTMNT01_3386993,game_2,BRION,HLE,HLE,0.29,0.7,0.4,0.59,0.54,0.65,0.26,0.46,0.73,0.21
322,323,ESPORTSTMNT02_3213109,game_1,HLE,DK,DK,0.29,0.7,0.4,0.6,0.53,0.65,0.26,0.46,0.73,0.21
323,324,ESPORTSTMNT02_3215087,game_2,HLE,DK,DK,0.29,0.7,0.4,0.61,0.53,0.65,0.26,0.46,0.73,0.21
324,325,ESPORTSTMNT02_3214098,game_1,KT,KDF,KT,0.29,0.7,0.4,0.61,0.53,0.65,0.26,0.46,0.73,0.21
325,326,ESPORTSTMNT02_3214136,game_2,KT,KDF,KT,0.29,0.7,0.39,0.61,0.53,0.66,0.26,0.46,0.73,0.21
