,match_id,gameid,game,blue_team,red_team,result,BRION,GEN,KDF,DK,HLE,KT,DRX,LSB,T1,NS
129,130,ESPORTSTMNT02_3161348,game_2,BRION,HLE,BRION,0.41,0.67,0.36,0.64,0.56,0.59,0.25,0.59,0.73,0.16
130,131,ESPORTSTMNT02_3160419,game_3,HLE,BRION,HLE,0.39,0.67,0.36,0.64,0.57,0.59,0.25,0.59,0.73,0.16
131,132,ESPORTSTMNT02_3161391,game_1,T1,LSB,T1,0.39,0.67,0.36,0.64,0.57,0.59,0.25,0.57,0.74,0.16
132,133,ESPORTSTMNT02_3162355,game_2,LSB,T1,T1,0.39,0.67,0.36,0.64,0.57,0.59,0.25,0.55,0.75,0.16
133,134,ESPORTSTMNT02_3160953,game_1,GEN,DRX,GEN,0.39,0.68,0.36,0.64,0.57,0.59,0.24,0.55,0.75,0.16
134,135,ESPORTSTMNT02_3160975,game_2,DRX,GEN,GEN,0.39,0.69,0.36,0.64,0.57,0.59,0.23,0.55,0.75,0.16
135,136,ESPORTSTMNT02_3160991,game_1,DK,KDF,DK,0.39,0.69,0.35,0.65,0.57,0.59,0.23,0.55,0.75,0.16
136,137,ESPORTSTMNT02_3163043,game_2,KDF,DK,DK,0.39,0.69,0.33,0.67,0.57,0.59,0.23,0.55,0.75,0.16
137,138,ESPORTSTMNT02_3163421,game_1,T1,KT,T1,0.39,0.69,0.33,0.67,0.57,0.57,0.23,0.55,0.76,0.16
138,139,ESPORTSTMNT02_3164423,game_2,T1,KT,T1,0.39,0.69,0.33,0.67,0.57,0.55,0.23,0.55,0.77,0.16
139,140,ESPORTSTMNT02_3163473,game_1,NS,LSB,NS,0.39,0.69,0.33,0.67,0.57,0.55,0.23,0.53,0.77,0.19
